"Plot Title: slicemsNEW"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 21186437, SEN S/N: 20898458)","Rain, in (LGR S/N: 21186437, SEN S/N: 20914545)","Wetness, % (LGR S/N: 21186437, SEN S/N: 21182997)"
1530,03/05/23 09:15:47 AM,35.055,0.000,100.00
1531,03/05/23 09:30:47 AM,35.492,0.000,100.00
1532,03/05/23 09:45:47 AM,35.298,0.000,100.00
1533,03/05/23 10:00:47 AM,34.858,0.000,100.00
1534,03/05/23 10:15:47 AM,34.565,0.000,100.00
1535,03/05/23 10:30:47 AM,34.615,0.000,100.00
1536,03/05/23 10:45:47 AM,34.761,0.008,100.00
1537,03/05/23 11:00:47 AM,35.298,0.000,100.00
1538,03/05/23 11:15:47 AM,35.200,0.039,100.00
1539,03/05/23 11:30:47 AM,35.346,0.047,100.00
1540,03/05/23 11:45:47 AM,37.513,0.063,100.00
1541,03/05/23 12:00:47 PM,38.084,0.039,100.00
1542,03/05/23 12:15:47 PM,35.928,0.016,100.00
1543,03/05/23 12:30:47 PM,36.313,0.000,100.00
1544,03/05/23 12:45:47 PM,36.603,0.000,100.00
1545,03/05/23 01:00:47 PM,36.842,0.008,100.00
1546,03/05/23 01:15:47 PM,36.459,0.000,100.00
1547,03/05/23 01:30:47 PM,35.395,0.008,100.00
1548,03/05/23 01:45:47 PM,34.858,0.008,100.00
1549,03/05/23 02:00:47 PM,35.006,0.008,100.00
1550,03/05/23 02:15:47 PM,36.842,0.000,46.47
1551,03/05/23 02:30:47 PM,36.795,0.000,100.00
1552,03/05/23 02:45:47 PM,36.361,0.000,100.00
1553,03/05/23 03:00:47 PM,37.179,0.000,100.00
1554,03/05/23 03:15:47 PM,38.368,0.000,30.59
1555,03/05/23 03:30:47 PM,39.220,0.008,7.65
1556,03/05/23 03:45:47 PM,37.560,0.000,72.94
1557,03/05/23 04:00:47 PM,34.124,0.000,100.00
1558,03/05/23 04:15:47 PM,32.691,0.000,100.00
1559,03/05/23 04:30:47 PM,33.780,0.000,100.00
1560,03/05/23 04:45:47 PM,33.336,0.000,100.00
1561,03/05/23 05:00:47 PM,32.841,0.000,100.00
1562,03/05/23 05:15:47 PM,33.534,0.000,100.00
1563,03/05/23 05:30:47 PM,33.534,0.000,100.00
1564,03/05/23 05:45:47 PM,32.641,0.000,100.00
1565,03/05/23 06:00:47 PM,32.142,0.000,100.00
1566,03/05/23 06:15:47 PM,32.092,0.000,100.00
1567,03/05/23 06:30:47 PM,31.642,0.000,99.41
1568,03/05/23 06:45:47 PM,31.491,0.000,95.88
1569,03/05/23 07:00:47 PM,31.239,0.000,95.29
1570,03/05/23 07:15:47 PM,31.138,0.000,95.29
1571,03/05/23 07:30:47 PM,31.087,0.000,94.71
1572,03/05/23 07:45:47 PM,30.783,0.000,95.29
1573,03/05/23 08:00:47 PM,30.580,0.000,94.12
1574,03/05/23 08:15:47 PM,30.225,0.000,94.12
1575,03/05/23 08:30:47 PM,30.479,0.000,95.29
1576,03/05/23 08:45:47 PM,30.632,0.000,97.06
1577,03/05/23 09:00:47 PM,30.936,0.000,98.24
1578,03/05/23 09:15:47 PM,31.289,0.000,100.00
1579,03/05/23 09:30:47 PM,31.491,0.000,100.00
1580,03/05/23 09:45:47 PM,31.591,0.000,100.00
1581,03/05/23 10:00:47 PM,31.642,0.000,100.00
1582,03/05/23 10:15:47 PM,31.842,0.000,100.00
1583,03/05/23 10:30:47 PM,31.942,0.000,100.00
1584,03/05/23 10:45:47 PM,31.993,0.000,100.00
1585,03/05/23 11:00:47 PM,32.043,0.000,100.00
1586,03/05/23 11:15:47 PM,32.043,0.000,100.00
1587,03/05/23 11:30:47 PM,31.993,0.000,100.00
1588,03/05/23 11:45:47 PM,32.043,0.000,100.00
1589,03/06/23 12:00:47 AM,31.993,0.000,100.00
1590,03/06/23 12:15:47 AM,32.043,0.000,100.00
1591,03/06/23 12:30:47 AM,31.993,0.000,100.00
1592,03/06/23 12:45:47 AM,32.043,0.000,100.00
1593,03/06/23 01:00:47 AM,32.092,0.000,100.00
1594,03/06/23 01:15:47 AM,32.043,0.000,100.00
1595,03/06/23 01:30:47 AM,32.043,0.000,100.00
1596,03/06/23 01:45:47 AM,31.993,0.000,100.00
1597,03/06/23 02:00:47 AM,31.942,0.000,100.00
1598,03/06/23 02:15:47 AM,31.993,0.000,100.00
1599,03/06/23 02:30:47 AM,31.993,0.000,100.00
1600,03/06/23 02:45:47 AM,31.942,0.000,100.00
1601,03/06/23 03:00:47 AM,31.942,0.000,100.00
1602,03/06/23 03:15:47 AM,31.892,0.000,100.00
1603,03/06/23 03:30:47 AM,31.842,0.000,100.00
1604,03/06/23 03:45:47 AM,31.692,0.000,100.00
1605,03/06/23 04:00:47 AM,31.791,0.000,100.00
1606,03/06/23 04:15:47 AM,31.743,0.000,100.00
1607,03/06/23 04:30:47 AM,31.892,0.000,100.00
1608,03/06/23 04:45:47 AM,31.993,0.000,100.00
1609,03/06/23 05:00:47 AM,32.092,0.000,100.00
1610,03/06/23 05:15:47 AM,32.092,0.000,100.00
1611,03/06/23 05:30:47 AM,31.993,0.000,100.00
1612,03/06/23 05:45:47 AM,31.942,0.000,100.00
1613,03/06/23 06:00:47 AM,31.791,0.000,100.00
1614,03/06/23 06:15:47 AM,31.791,0.000,100.00
1615,03/06/23 06:30:47 AM,31.440,0.000,100.00
1616,03/06/23 06:45:47 AM,30.987,0.000,100.00
1617,03/06/23 07:00:47 AM,30.884,0.000,100.00
1618,03/06/23 07:15:47 AM,31.842,0.000,100.00
1619,03/06/23 07:30:47 AM,32.243,0.000,100.00
1620,03/06/23 07:45:47 AM,32.742,0.000,100.00
1621,03/06/23 08:00:47 AM,33.188,0.000,100.00
1622,03/06/23 08:15:47 AM,33.633,0.000,100.00
1623,03/06/23 08:30:47 AM,33.879,0.000,100.00
1624,03/06/23 08:45:47 AM,35.443,0.000,100.00
1625,03/06/23 09:00:47 AM,37.609,0.000,54.71
1626,03/06/23 09:15:47 AM,37.513,0.000,24.71
1627,03/06/23 09:30:47 AM,38.606,0.039,5.88
1628,03/06/23 09:45:47 AM,39.877,0.031,5.88
1629,03/06/23 10:00:47 AM,40.626,0.024,5.29
1630,03/06/23 10:15:47 AM,41.832,0.000,5.29
1631,03/06/23 10:30:47 AM,43.945,0.000,4.71
1632,03/06/23 10:45:47 AM,45.444,0.000,4.71
1633,03/06/23 11:00:47 AM,44.809,0.000,4.71
1634,03/06/23 11:15:47 AM,45.896,0.000,4.71
1635,03/06/23 11:30:47 AM,45.624,0.000,4.71
1636,03/06/23 11:45:47 AM,46.706,0.000,4.71
1637,03/06/23 12:00:47 PM,48.315,0.000,4.71
1638,03/06/23 12:15:47 PM,47.959,0.000,4.71
1639,03/06/23 12:30:47 PM,46.571,0.000,24.12
1640,03/06/23 12:45:47 PM,45.579,0.000,7.65
1641,03/06/23 01:00:47 PM,47.064,0.000,7.65
1642,03/06/23 01:15:47 PM,47.914,0.000,16.47
1643,03/06/23 01:30:47 PM,49.116,0.000,4.12
1644,03/06/23 01:45:47 PM,46.706,0.000,4.12
1645,03/06/23 02:00:47 PM,48.538,0.000,4.12
1646,03/06/23 02:15:47 PM,46.616,0.000,4.12
1647,03/06/23 02:30:47 PM,45.172,0.000,4.71
1648,03/06/23 02:45:47 PM,44.127,0.000,4.12
1649,03/06/23 03:00:47 PM,44.173,0.000,4.12
1650,03/06/23 03:15:47 PM,44.263,0.000,4.71
1651,03/06/23 03:30:47 PM,44.127,0.000,4.12
1652,03/06/23 03:45:47 PM,44.856,0.000,4.12
1653,03/06/23 04:00:47 PM,46.031,0.000,4.12
1654,03/06/23 04:15:47 PM,43.900,0.000,4.12
1655,03/06/23 04:30:47 PM,43.945,0.000,4.12
1656,03/06/23 04:45:47 PM,41.369,0.000,4.12
1657,03/06/23 05:00:47 PM,40.158,0.000,100.00
1658,03/06/23 05:15:47 PM,39.173,0.000,100.00
1659,03/06/23 05:30:47 PM,38.464,0.000,100.00
1660,03/06/23 05:45:47 PM,37.656,0.000,100.00
1661,03/06/23 06:00:47 PM,35.976,0.000,100.00
1662,03/06/23 06:15:47 PM,35.103,0.000,100.00
1663,03/06/23 06:30:47 PM,34.124,0.000,100.00
1664,03/06/23 06:45:47 PM,33.732,0.000,100.00
1665,03/06/23 07:00:47 PM,33.928,0.000,100.00
1666,03/06/23 07:15:47 PM,34.223,0.000,100.00
1667,03/06/23 07:30:47 PM,34.713,0.000,100.00
1668,03/06/23 07:45:47 PM,34.419,0.000,100.00
1669,03/06/23 08:00:47 PM,34.027,0.000,100.00
1670,03/06/23 08:15:47 PM,34.371,0.000,100.00
1671,03/06/23 08:30:47 PM,34.565,0.000,100.00
1672,03/06/23 08:45:47 PM,34.468,0.000,100.00
1673,03/06/23 09:00:47 PM,34.468,0.008,100.00
1674,03/06/23 09:15:47 PM,34.713,0.008,100.00
1675,03/06/23 09:30:47 PM,34.858,0.000,100.00
1676,03/06/23 09:45:47 PM,34.761,0.008,100.00
1677,03/06/23 10:00:47 PM,34.371,0.000,100.00
1678,03/06/23 10:15:47 PM,34.124,0.000,100.00
1679,03/06/23 10:30:47 PM,34.124,0.000,100.00
1680,03/06/23 10:45:47 PM,34.027,0.000,100.00
1681,03/06/23 11:00:47 PM,33.584,0.000,100.00
1682,03/06/23 11:15:47 PM,32.342,0.000,100.00
1683,03/06/23 11:30:47 PM,32.691,0.000,100.00
1684,03/06/23 11:45:47 PM,33.188,0.000,100.00
1685,03/07/23 12:00:47 AM,33.485,0.000,100.00
1686,03/07/23 12:15:47 AM,33.435,0.000,100.00
1687,03/07/23 12:30:47 AM,32.293,0.000,100.00
1688,03/07/23 12:45:47 AM,31.692,0.000,100.00
1689,03/07/23 01:00:47 AM,31.541,0.000,100.00
1690,03/07/23 01:15:47 AM,31.239,0.000,100.00
1691,03/07/23 01:30:47 AM,31.188,0.000,100.00
1692,03/07/23 01:45:47 AM,31.188,0.000,100.00
1693,03/07/23 02:00:47 AM,31.591,0.000,100.00
1694,03/07/23 02:15:47 AM,31.491,0.000,100.00
1695,03/07/23 02:30:47 AM,32.043,0.000,100.00
1696,03/07/23 02:45:47 AM,32.193,0.000,100.00
1697,03/07/23 03:00:47 AM,32.293,0.000,100.00
1698,03/07/23 03:15:47 AM,32.092,0.000,97.65
1699,03/07/23 03:30:47 AM,32.193,0.000,100.00
1700,03/07/23 03:45:47 AM,32.193,0.000,100.00
1701,03/07/23 04:00:47 AM,32.293,0.000,100.00
1702,03/07/23 04:15:47 AM,32.293,0.000,100.00
1703,03/07/23 04:30:47 AM,32.142,0.000,95.29
1704,03/07/23 04:45:47 AM,31.842,0.000,100.00
1705,03/07/23 05:00:47 AM,32.293,0.000,100.00
1706,03/07/23 05:15:47 AM,32.293,0.000,100.00
1707,03/07/23 05:30:47 AM,32.193,0.000,100.00
1708,03/07/23 05:45:47 AM,32.142,0.000,100.00
1709,03/07/23 06:00:47 AM,32.142,0.000,100.00
1710,03/07/23 06:15:47 AM,32.092,0.000,100.00
1711,03/07/23 06:30:47 AM,31.993,0.000,99.41
1712,03/07/23 06:45:47 AM,32.043,0.000,100.00
1713,03/07/23 07:00:47 AM,32.092,0.000,100.00
1714,03/07/23 07:15:47 AM,32.293,0.000,100.00
1715,03/07/23 07:30:47 AM,32.392,0.000,100.00
1716,03/07/23 07:45:47 AM,32.491,0.000,100.00
1717,03/07/23 08:00:47 AM,32.891,0.000,100.00
1718,03/07/23 08:15:47 AM,33.039,0.000,100.00
1719,03/07/23 08:30:47 AM,34.027,0.000,100.00
1720,03/07/23 08:45:47 AM,34.907,0.008,100.00
1721,03/07/23 09:00:47 AM,34.615,0.008,100.00
1722,03/07/23 09:15:47 AM,35.055,0.000,48.82
1723,03/07/23 09:30:47 AM,36.120,0.000,100.00
1724,03/07/23 09:45:47 AM,37.656,0.000,8.24
1725,03/07/23 10:00:47 AM,39.643,0.000,5.88
1726,03/07/23 10:15:47 AM,41.508,0.000,4.71
1727,03/07/23 10:30:47 AM,43.579,0.000,4.71
1728,03/07/23 10:45:47 AM,43.075,0.000,4.71
1729,03/07/23 11:00:47 AM,46.076,0.000,4.71
1730,03/07/23 11:15:47 AM,44.901,0.000,4.12
1731,03/07/23 11:30:47 AM,42.708,0.000,4.71
1732,03/07/23 11:45:47 AM,46.841,0.000,12.94
1733,03/07/23 12:00:47 PM,45.399,0.000,4.71
1734,03/07/23 12:15:47 PM,42.755,0.000,82.35
1735,03/07/23 12:30:47 PM,42.064,0.000,67.65
1736,03/07/23 12:45:47 PM,44.355,0.000,16.47
1737,03/07/23 01:00:47 PM,44.719,0.000,4.71
1738,03/07/23 01:15:47 PM,46.526,0.000,4.12
1739,03/07/23 01:30:47 PM,45.082,0.000,4.71
1740,03/07/23 01:45:47 PM,47.422,0.000,4.71
1741,03/07/23 02:00:47 PM,46.886,0.000,4.12
1742,03/07/23 02:15:47 PM,46.166,0.000,4.12
1743,03/07/23 02:30:47 PM,45.489,0.000,72.35
1744,03/07/23 02:45:47 PM,43.167,0.008,100.00
1745,03/07/23 03:00:47 PM,43.167,0.000,14.12
1746,03/07/23 03:15:47 PM,42.570,0.000,5.88
1747,03/07/23 03:30:47 PM,39.596,0.000,100.00
1748,03/07/23 03:45:47 PM,35.685,0.008,100.00
1749,03/07/23 04:00:47 PM,35.346,0.016,100.00
1750,03/07/23 04:15:47 PM,36.361,0.000,100.00
1751,03/07/23 04:30:47 PM,35.685,0.008,100.00
1752,03/07/23 04:45:47 PM,33.681,0.008,100.00
1753,03/07/23 05:00:47 PM,32.790,0.000,100.00
1754,03/07/23 05:15:47 PM,33.336,0.000,100.00
1755,03/07/23 05:30:47 PM,33.089,0.008,100.00
1756,03/07/23 05:45:47 PM,32.891,0.008,100.00
1757,03/07/23 06:00:47 PM,32.641,0.000,100.00
1758,03/07/23 06:15:47 PM,32.193,0.000,100.00
1759,03/07/23 06:30:47 PM,32.193,0.000,100.00
1760,03/07/23 06:45:47 PM,32.193,0.000,100.00
1761,03/07/23 07:00:47 PM,31.842,0.000,94.71
1762,03/07/23 07:15:47 PM,31.591,0.000,92.35
1763,03/07/23 07:30:47 PM,31.642,0.000,90.59
1764,03/07/23 07:45:47 PM,31.440,0.000,91.18
1765,03/07/23 08:00:47 PM,31.188,0.000,91.18
1766,03/07/23 08:15:47 PM,31.037,0.000,92.35
1767,03/07/23 08:30:47 PM,31.289,0.000,92.35
1768,03/07/23 08:45:47 PM,30.987,0.000,92.94
1769,03/07/23 09:00:47 PM,31.188,0.000,92.35
1770,03/07/23 09:15:47 PM,30.783,0.000,90.59
1771,03/07/23 09:30:47 PM,30.225,0.000,90.00
1772,03/07/23 09:45:47 PM,30.276,0.000,91.76
1773,03/07/23 10:00:47 PM,30.376,0.000,90.59
1774,03/07/23 10:15:47 PM,29.817,0.000,90.59
1775,03/07/23 10:30:47 PM,30.173,0.000,91.18
1776,03/07/23 10:45:47 PM,30.020,0.000,91.18
1777,03/07/23 11:00:47 PM,29.867,0.000,91.18
1778,03/07/23 11:15:47 PM,30.020,0.000,91.76
1779,03/07/23 11:30:47 PM,30.225,0.000,92.94
1780,03/07/23 11:45:47 PM,30.479,0.000,93.53
1781,03/08/23 12:00:47 AM,30.632,0.000,94.71
1782,03/08/23 12:15:47 AM,30.884,0.000,93.53
1783,03/08/23 12:30:47 AM,30.632,0.000,94.12
1784,03/08/23 12:45:47 AM,30.682,0.000,94.71
1785,03/08/23 01:00:47 AM,30.834,0.000,97.06
1786,03/08/23 01:15:47 AM,31.087,0.000,100.00
1787,03/08/23 01:30:47 AM,31.390,0.000,100.00
1788,03/08/23 01:45:47 AM,31.541,0.000,100.00
1789,03/08/23 02:00:47 AM,31.692,0.000,100.00
1790,03/08/23 02:15:47 AM,31.842,0.000,100.00
1791,03/08/23 02:30:47 AM,31.842,0.000,100.00
1792,03/08/23 02:45:47 AM,31.892,0.000,100.00
1793,03/08/23 03:00:47 AM,31.892,0.000,100.00
1794,03/08/23 03:15:47 AM,31.842,0.000,100.00
1795,03/08/23 03:30:47 AM,31.842,0.000,100.00
1796,03/08/23 03:45:47 AM,31.993,0.000,100.00
1797,03/08/23 04:00:47 AM,31.942,0.000,100.00
1798,03/08/23 04:15:47 AM,31.942,0.000,100.00
1799,03/08/23 04:30:47 AM,31.942,0.000,100.00
1800,03/08/23 04:45:47 AM,31.942,0.000,100.00
1801,03/08/23 05:00:47 AM,31.842,0.000,100.00
1802,03/08/23 05:15:47 AM,31.842,0.000,100.00
1803,03/08/23 05:30:47 AM,31.892,0.000,100.00
1804,03/08/23 05:45:47 AM,31.842,0.000,100.00
1805,03/08/23 06:00:47 AM,31.791,0.000,100.00
1806,03/08/23 06:15:47 AM,31.541,0.000,100.00
1807,03/08/23 06:30:47 AM,30.326,0.000,97.65
1808,03/08/23 06:45:47 AM,29.406,0.000,97.06
1809,03/08/23 07:00:47 AM,29.251,0.000,97.65
1810,03/08/23 07:15:47 AM,29.251,0.000,97.65
1811,03/08/23 07:30:47 AM,29.764,0.000,100.00
1812,03/08/23 07:45:47 AM,30.834,0.000,100.00
1813,03/08/23 08:00:47 AM,31.339,0.000,100.00
1814,03/08/23 08:15:47 AM,33.633,0.000,100.00
1815,03/08/23 08:30:47 AM,34.075,0.000,100.00
1816,03/08/23 08:45:47 AM,35.928,0.000,100.00
1817,03/08/23 09:00:47 AM,36.747,0.000,100.00
1818,03/08/23 09:15:47 AM,38.179,0.039,100.00
1819,03/08/23 09:30:47 AM,40.204,0.071,86.47
1820,03/08/23 09:45:47 AM,39.031,0.008,46.47
1821,03/08/23 10:00:47 AM,39.736,0.000,5.29
1822,03/08/23 10:15:47 AM,41.230,0.000,4.71
1823,03/08/23 10:30:47 AM,38.889,0.000,4.71
1824,03/08/23 10:45:47 AM,38.795,0.008,100.00
1825,03/08/23 11:00:47 AM,35.298,0.000,100.00
1826,03/08/23 11:15:47 AM,35.249,0.000,100.00
1827,03/08/23 11:30:47 AM,36.459,0.000,100.00
1828,03/08/23 11:45:47 AM,35.492,0.000,100.00
1829,03/08/23 12:00:47 PM,35.976,0.008,21.18
1830,03/08/23 12:15:47 PM,39.783,0.000,14.71
1831,03/08/23 12:30:47 PM,38.179,0.000,100.00
1832,03/08/23 12:45:47 PM,36.891,0.000,100.00
1833,03/08/23 01:00:47 PM,38.842,0.000,100.00
1834,03/08/23 01:15:47 PM,37.893,0.000,100.00
1835,03/08/23 01:30:47 PM,37.560,0.000,100.00
1836,03/08/23 01:45:47 PM,38.131,0.008,100.00
1837,03/08/23 02:00:47 PM,37.893,0.008,100.00
1838,03/08/23 02:15:47 PM,38.084,0.000,88.82
1839,03/08/23 02:30:47 PM,38.368,0.000,100.00
1840,03/08/23 02:45:47 PM,38.889,0.000,93.53
1841,03/08/23 03:00:47 PM,39.078,0.000,100.00
1842,03/08/23 03:15:47 PM,39.549,0.008,100.00
1843,03/08/23 03:30:47 PM,38.700,0.000,100.00
1844,03/08/23 03:45:47 PM,38.653,0.000,12.94
1845,03/08/23 04:00:47 PM,38.889,0.000,95.29
1846,03/08/23 04:15:47 PM,37.798,0.000,99.41
1847,03/08/23 04:30:47 PM,37.465,0.000,13.53
1848,03/08/23 04:45:47 PM,37.416,0.000,12.35
1849,03/08/23 05:00:47 PM,37.369,0.000,47.06
1850,03/08/23 05:15:47 PM,37.035,0.000,38.82
1851,03/08/23 05:30:47 PM,36.842,0.000,100.00
1852,03/08/23 05:45:47 PM,36.505,0.000,100.00
1853,03/08/23 06:00:47 PM,36.266,0.000,100.00
1854,03/08/23 06:15:47 PM,35.830,0.000,100.00
1855,03/08/23 06:30:47 PM,35.103,0.000,100.00
1856,03/08/23 06:45:47 PM,34.713,0.000,100.00
1857,03/08/23 07:00:47 PM,34.565,0.008,100.00
1858,03/08/23 07:15:47 PM,34.124,0.008,100.00
1859,03/08/23 07:30:47 PM,34.027,0.000,100.00
1860,03/08/23 07:45:47 PM,33.584,0.000,100.00
1861,03/08/23 08:00:47 PM,33.386,0.000,100.00
1862,03/08/23 08:15:47 PM,33.287,0.000,100.00
1863,03/08/23 08:30:47 PM,33.287,0.000,100.00
1864,03/08/23 08:45:47 PM,33.089,0.008,100.00
1865,03/08/23 09:00:47 PM,33.237,0.000,100.00
1866,03/08/23 09:15:47 PM,33.435,0.000,100.00
1867,03/08/23 09:30:47 PM,33.485,0.000,100.00
1868,03/08/23 09:45:47 PM,33.732,0.000,100.00
1869,03/08/23 10:00:47 PM,33.633,0.000,100.00
1870,03/08/23 10:15:47 PM,33.534,0.000,100.00
1871,03/08/23 10:30:47 PM,33.633,0.000,100.00
1872,03/08/23 10:45:47 PM,33.732,0.000,100.00
1873,03/08/23 11:00:47 PM,33.780,0.000,100.00
1874,03/08/23 11:15:47 PM,33.879,0.000,100.00
1875,03/08/23 11:30:47 PM,33.978,0.000,100.00
1876,03/08/23 11:45:47 PM,34.075,0.000,100.00
1877,03/09/23 12:00:47 AM,34.124,0.000,100.00
1878,03/09/23 12:15:47 AM,34.124,0.000,100.00
1879,03/09/23 12:30:47 AM,33.928,0.000,100.00
1880,03/09/23 12:45:47 AM,33.928,0.000,100.00
1881,03/09/23 01:00:47 AM,33.732,0.000,100.00
1882,03/09/23 01:15:47 AM,33.633,0.000,100.00
1883,03/09/23 01:30:47 AM,33.681,0.000,100.00
1884,03/09/23 01:45:47 AM,34.124,0.000,81.76
1885,03/09/23 02:00:47 AM,33.928,0.000,58.82
1886,03/09/23 02:15:47 AM,34.027,0.000,45.29
1887,03/09/23 02:30:47 AM,34.075,0.000,13.53
1888,03/09/23 02:45:47 AM,34.075,0.000,21.76
1889,03/09/23 03:00:47 AM,34.468,0.000,15.88
1890,03/09/23 03:15:47 AM,34.565,0.000,8.82
1891,03/09/23 03:30:47 AM,34.907,0.000,7.65
1892,03/09/23 03:45:47 AM,35.492,0.000,7.06
1893,03/09/23 04:00:47 AM,35.638,0.000,6.47
1894,03/09/23 04:15:47 AM,35.346,0.000,7.06
1895,03/09/23 04:30:47 AM,35.443,0.000,5.88
1896,03/09/23 04:45:47 AM,35.395,0.000,7.06
1897,03/09/23 05:00:47 AM,35.346,0.000,6.47
1898,03/09/23 05:15:47 AM,35.589,0.000,6.47
1899,03/09/23 05:30:47 AM,35.298,0.000,6.47
1900,03/09/23 05:45:47 AM,36.266,0.000,6.47
1901,03/09/23 06:00:47 AM,36.120,0.000,5.88
1902,03/09/23 06:15:47 AM,36.266,0.000,6.47
1903,03/09/23 06:30:47 AM,36.025,0.000,7.65
1904,03/09/23 06:45:47 AM,35.879,0.000,12.35
1905,03/09/23 07:00:47 AM,36.410,0.000,5.88
1906,03/09/23 07:15:47 AM,36.361,0.000,6.47
1907,03/09/23 07:30:47 AM,36.939,0.000,6.47
1908,03/09/23 07:45:47 AM,37.465,0.000,5.88
1909,03/09/23 08:00:47 AM,38.511,0.000,5.29
1910,03/09/23 08:15:47 AM,38.984,0.000,5.29
1911,03/09/23 08:30:47 AM,39.313,0.000,5.29
1912,03/09/23 08:45:47 AM,39.360,0.000,4.71
1913,03/09/23 09:00:47 AM,39.830,0.000,5.29
1914,03/09/23 09:15:47 AM,40.064,0.000,4.71
1915,03/09/23 09:30:47 AM,41.508,0.000,4.71
1916,03/09/23 09:45:47 AM,41.416,0.000,4.71
1917,03/09/23 10:00:47 AM,42.064,0.000,4.71
1918,03/09/23 10:15:47 AM,42.017,0.000,4.71
1919,03/09/23 10:30:47 AM,42.109,0.000,4.71
1920,03/09/23 10:45:47 AM,42.433,0.000,4.71
1921,03/09/23 11:00:47 AM,42.892,0.000,4.71
1922,03/09/23 11:15:47 AM,44.492,0.000,4.71
1923,03/09/23 11:30:47 AM,45.307,0.000,4.71
1924,03/09/23 11:45:47 AM,47.019,0.000,4.12
1925,03/09/23 12:00:47 PM,46.706,0.000,4.71
1926,03/09/23 12:15:47 PM,47.422,0.000,4.12
1927,03/09/23 12:30:47 PM,47.244,0.000,4.12
1928,03/09/23 12:45:47 PM,47.289,0.000,4.12
1929,03/09/23 01:00:47 PM,47.019,0.000,4.12
1930,03/09/23 01:15:47 PM,45.669,0.000,4.12
1931,03/09/23 01:30:47 PM,44.400,0.000,4.12
1932,03/09/23 01:45:47 PM,44.173,0.000,18.24
1933,03/09/23 02:00:47 PM,43.763,0.000,100.00
1934,03/09/23 02:15:47 PM,42.433,0.000,100.00
1935,03/09/23 02:30:47 PM,41.693,0.000,100.00
1936,03/09/23 02:45:47 PM,41.369,0.008,100.00
1937,03/09/23 03:00:47 PM,41.137,0.008,100.00
1938,03/09/23 03:15:47 PM,40.951,0.008,100.00
1939,03/09/23 03:30:47 PM,40.998,0.008,100.00
1940,03/09/23 03:45:47 PM,40.998,0.000,100.00
1941,03/09/23 04:00:47 PM,41.277,0.000,100.00
1942,03/09/23 04:15:47 PM,41.277,0.008,100.00
1943,03/09/23 04:30:47 PM,41.137,0.000,100.00
1944,03/09/23 04:45:47 PM,41.137,0.008,100.00
1945,03/09/23 05:00:47 PM,41.043,0.000,100.00
1946,03/09/23 05:15:47 PM,40.858,0.000,100.00
1947,03/09/23 05:30:47 PM,40.579,0.000,100.00
1948,03/09/23 05:45:47 PM,40.345,0.000,100.00
1949,03/09/23 06:00:47 PM,40.204,0.000,100.00
1950,03/09/23 06:15:47 PM,40.111,0.000,100.00
1951,03/09/23 06:30:47 PM,40.298,0.000,100.00
1952,03/09/23 06:45:47 PM,40.251,0.000,100.00
1953,03/09/23 07:00:47 PM,40.532,0.000,100.00
1954,03/09/23 07:15:47 PM,40.579,0.000,100.00
1955,03/09/23 07:30:47 PM,40.204,0.000,100.00
1956,03/09/23 07:45:47 PM,41.137,0.000,48.82
1957,03/09/23 08:00:47 PM,40.998,0.000,34.12
1958,03/09/23 08:15:47 PM,41.137,0.000,11.76
1959,03/09/23 08:30:47 PM,40.905,0.008,100.00
1960,03/09/23 08:45:47 PM,40.764,0.000,100.00
1961,03/09/23 09:00:47 PM,40.579,0.000,100.00
1962,03/09/23 09:15:47 PM,40.626,0.000,100.00
1963,03/09/23 09:30:47 PM,40.951,0.000,100.00
1964,03/09/23 09:45:47 PM,40.672,0.008,100.00
1965,03/09/23 10:00:47 PM,40.485,0.016,100.00
1966,03/09/23 10:15:47 PM,40.579,0.024,100.00
1967,03/09/23 10:30:47 PM,40.392,0.008,100.00
1968,03/09/23 10:45:47 PM,39.877,0.016,100.00
1969,03/09/23 11:00:47 PM,37.465,0.024,100.00
1970,03/09/23 11:15:47 PM,36.554,0.008,100.00
1971,03/09/23 11:30:47 PM,36.361,0.000,100.00
1972,03/09/23 11:45:47 PM,36.120,0.000,100.00
1973,03/10/23 12:00:47 AM,36.072,0.000,100.00
1974,03/10/23 12:15:47 AM,36.120,0.000,100.00
1975,03/10/23 12:30:47 AM,36.120,0.008,100.00
1976,03/10/23 12:45:47 AM,36.072,0.000,100.00
1977,03/10/23 01:00:47 AM,36.120,0.000,100.00
1978,03/10/23 01:15:47 AM,35.830,0.000,100.00
1979,03/10/23 01:30:47 AM,34.858,0.000,100.00
1980,03/10/23 01:45:47 AM,33.732,0.000,100.00
1981,03/10/23 02:00:47 AM,32.742,0.000,100.00
1982,03/10/23 02:15:47 AM,31.642,0.000,100.00
1983,03/10/23 02:30:47 AM,31.942,0.000,100.00
1984,03/10/23 02:45:47 AM,32.592,0.000,100.00
1985,03/10/23 03:00:47 AM,33.188,0.000,100.00
1986,03/10/23 03:15:47 AM,34.075,0.000,100.00
1987,03/10/23 03:30:47 AM,34.027,0.008,100.00
1988,03/10/23 03:45:47 AM,32.940,0.008,100.00
1989,03/10/23 04:00:47 AM,32.742,0.000,100.00
1990,03/10/23 04:15:47 AM,32.891,0.008,100.00
1991,03/10/23 04:30:47 AM,33.287,0.000,100.00
