"Plot Title: slicmix"
"#","Date Time, GMT-08:00","Wetness, % (LGR S/N: 21211901, SEN S/N: 21183001)","Temp, °F (LGR S/N: 21211901, SEN S/N: 21212618)","Temperature, *C (LGR S/N: 21211901, SEN S/N: 21238067)","RH, % (LGR S/N: 21211901, SEN S/N: 21238067)","Temperature, *C (LGR S/N: 21211901, SEN S/N: 21238073)","RH, % (LGR S/N: 21211901, SEN S/N: 21238073)"
1544,04/26/22 04:30:02 AM,90.59,47.377,3.7965,99.9969,3.8073,99.9969
1545,04/26/22 05:00:02 AM,91.18,47.377,3.5955,99.9969,3.6089,99.9969
1546,04/26/22 05:30:02 AM,88.82,47.377,3.7322,99.9969,3.7617,99.9969
1547,04/26/22 06:00:02 AM,94.71,47.334,3.9440,99.9969,3.9628,99.9969
1548,04/26/22 06:30:02 AM,93.53,47.334,4.1236,99.9969,4.1531,99.9969
1549,04/26/22 07:00:02 AM,95.88,47.334,4.4239,99.9969,4.4507,99.9969
1550,04/26/22 07:30:02 AM,94.71,47.334,5.2416,99.9969,5.2604,99.9969
1551,04/26/22 08:00:02 AM,94.12,47.334,5.7027,99.9969,5.7322,99.9969
1552,04/26/22 08:30:02 AM,88.24,47.289,6.3328,99.9969,6.3623,99.9969
1553,04/26/22 09:00:02 AM,73.53,47.289,6.0486,99.9969,6.0727,99.9969
1554,04/26/22 09:30:02 AM,12.35,47.289,7.0459,97.7234,7.1076,97.1405
1555,04/26/22 10:00:02 AM,4.71,47.244,7.2336,92.5902,7.2872,91.7464
1556,04/26/22 10:30:02 AM,12.94,47.244,7.8127,87.6402,7.8073,87.2740
1557,04/26/22 11:00:02 AM,9.41,47.244,7.5526,95.8450,7.6599,95.1919
1558,04/26/22 11:30:02 AM,4.12,47.244,10.0567,74.6227,10.1290,73.9071
1559,04/26/22 12:00:02 PM,3.53,47.199,11.1371,64.8234,11.1398,64.7272
1560,04/26/22 12:30:02 PM,94.71,47.199,6.9413,92.8313,6.9387,92.3247
1561,04/26/22 01:00:02 PM,92.35,47.199,7.1263,99.9969,7.1505,99.9847
1562,04/26/22 01:30:02 PM,90.59,47.154,7.9145,99.5422,7.9038,99.0249
1563,04/26/22 02:00:02 PM,91.76,47.154,8.1505,99.9893,8.1639,99.9084
1564,04/26/22 02:30:02 PM,74.12,47.109,9.3006,95.7824,9.3355,95.2255
1565,04/26/22 03:00:02 PM,27.65,47.109,9.0566,91.7433,9.1129,90.9911
1566,04/26/22 03:30:02 PM,90.00,47.109,7.6170,95.4299,7.6304,94.7524
1567,04/26/22 04:00:02 PM,92.94,47.064,7.4749,99.1531,7.5044,98.8815
1568,04/26/22 04:30:02 PM,92.35,47.064,7.0191,99.6826,7.0459,99.1424
1569,04/26/22 05:00:02 PM,91.76,47.064,7.2604,99.9969,7.2792,99.9008
1570,04/26/22 05:30:02 PM,92.35,47.064,7.3194,99.9969,7.3274,99.9298
1571,04/26/22 06:00:02 PM,92.94,47.064,6.9440,99.9969,6.9467,99.9298
1572,04/26/22 06:30:02 PM,91.18,47.019,6.5365,99.9969,6.5580,99.9969
1573,04/26/22 07:00:02 PM,92.35,47.019,6.2577,99.9969,6.2899,99.9969
1574,04/26/22 07:30:02 PM,89.41,47.019,5.7108,99.9969,5.7698,99.9969
1575,04/26/22 08:00:02 PM,87.65,47.019,5.1746,99.9969,5.2228,99.9969
1576,04/26/22 08:30:02 PM,84.12,47.019,5.1612,99.9969,5.1907,99.9969
1577,04/26/22 09:00:02 PM,87.65,47.019,5.1987,99.9969,5.2416,99.9969
1578,04/26/22 09:30:02 PM,71.76,47.019,5.0244,99.9969,5.0781,99.9969
1579,04/26/22 10:00:02 PM,66.47,47.019,4.8663,99.9969,4.9065,99.9969
1580,04/26/22 10:30:02 PM,58.24,47.019,4.8019,99.9969,4.8287,99.9969
1581,04/26/22 11:00:02 PM,42.94,47.019,4.6437,99.9969,4.6974,99.9969
1582,04/26/22 11:30:02 PM,34.12,47.019,4.3998,99.9969,4.4051,99.9969
1583,04/27/22 12:00:02 AM,27.06,47.019,4.4427,99.9969,4.4695,99.9969
1584,04/27/22 12:30:02 AM,22.94,47.019,4.3301,99.9969,4.3676,99.9969
1585,04/27/22 01:00:02 AM,18.24,47.019,4.1826,99.9969,4.2201,99.9969
1586,04/27/22 01:30:02 AM,12.94,47.019,4.1987,99.9969,4.2335,99.9969
1587,04/27/22 02:00:02 AM,9.41,47.019,4.0378,99.9969,4.0646,99.9969
1588,04/27/22 02:30:02 AM,7.06,47.019,4.0995,99.9969,4.1317,99.9969
1589,04/27/22 03:00:02 AM,4.71,47.019,4.0915,99.9969,4.1290,99.9969
1590,04/27/22 03:30:02 AM,4.71,47.019,3.9172,99.9969,3.9708,99.9969
1591,04/27/22 04:00:02 AM,4.71,47.019,3.8260,99.9969,3.8609,99.9969
1592,04/27/22 04:30:02 AM,4.71,47.019,3.8582,99.9969,3.8850,99.9969
1593,04/27/22 05:00:02 AM,4.71,47.019,3.4990,99.9969,3.5311,99.9969
1594,04/27/22 05:30:02 AM,5.29,46.974,3.2389,99.9969,3.2604,99.9969
1595,04/27/22 06:00:02 AM,5.29,46.974,3.4051,99.9969,3.4293,99.9969
1596,04/27/22 06:30:02 AM,5.29,46.974,3.7134,99.9969,3.7429,99.9969
1597,04/27/22 07:00:02 AM,5.88,46.974,4.2979,99.9969,4.3274,99.9969
1598,04/27/22 07:30:02 AM,5.88,46.931,4.6920,99.9969,4.7215,99.9969
1599,04/27/22 08:00:02 AM,5.29,46.931,5.3408,99.9969,5.3596,99.9969
1600,04/27/22 08:30:02 AM,5.29,46.931,5.9199,99.2767,5.9547,98.9563
1601,04/27/22 09:00:02 AM,4.12,46.886,6.3274,95.9091,6.3488,95.1263
1602,04/27/22 09:30:02 AM,4.12,46.886,6.3328,96.9909,6.3676,96.2936
1603,04/27/22 10:00:02 AM,4.71,46.886,7.1639,91.0872,7.1853,90.1946
1604,04/27/22 10:30:02 AM,4.12,46.841,10.5097,66.7353,10.5044,67.0069
1605,04/27/22 11:00:02 AM,4.12,46.841,11.1344,63.4424,11.1961,63.0121
1606,04/27/22 11:30:02 AM,3.53,46.841,10.4937,62.1149,10.4990,62.1363
1607,04/27/22 12:00:02 PM,3.53,46.796,12.0996,55.1080,12.1505,55.1644
1608,04/27/22 12:30:02 PM,3.53,46.796,11.6921,53.6416,11.7001,53.8552
1609,04/27/22 01:00:02 PM,3.53,46.751,10.3408,61.5778,10.3703,61.6861
1610,04/27/22 01:30:02 PM,3.53,46.751,10.9253,58.5077,10.9682,58.5748
1611,04/27/22 02:00:02 PM,3.53,46.751,11.5232,59.1348,11.5526,59.2355
1612,04/27/22 02:30:02 PM,3.53,46.706,11.3784,61.6953,11.4079,61.7975
1613,04/27/22 03:00:02 PM,3.53,46.706,10.8234,66.7445,10.8395,66.9017
1614,04/27/22 03:30:02 PM,3.53,46.661,10.7028,66.1387,10.7269,66.1387
1615,04/27/22 04:00:02 PM,3.53,46.661,10.5285,66.2638,10.5634,66.1280
1616,04/27/22 04:30:02 PM,3.53,46.661,10.7242,67.1473,10.7457,67.0054
1617,04/27/22 05:00:02 PM,3.53,46.661,10.3435,70.4067,10.3703,70.3471
1618,04/27/22 05:30:02 PM,3.53,46.661,9.8663,76.3272,9.8904,76.0845
1619,04/27/22 06:00:02 PM,3.53,46.661,9.2416,80.1556,9.2416,79.8932
1620,04/27/22 06:30:02 PM,3.53,46.616,8.4454,81.4801,8.4481,81.0285
1621,04/27/22 07:00:02 PM,3.53,46.616,7.9467,81.1810,7.9789,80.9644
1622,04/27/22 07:30:02 PM,3.53,46.616,7.4695,84.3153,7.4883,84.0543
1623,04/27/22 08:00:02 PM,3.53,46.661,7.0164,87.7455,7.0405,87.2923
1624,04/27/22 08:30:02 PM,3.53,46.661,6.7617,88.5100,6.7751,88.0476
1625,04/27/22 09:00:02 PM,3.53,46.661,6.3783,89.1447,6.4051,88.8090
1626,04/27/22 09:30:02 PM,3.53,46.661,6.0566,91.5587,6.0754,91.0933
1627,04/27/22 10:00:02 PM,3.53,46.661,5.7295,92.6864,5.7349,92.2332
1628,04/27/22 10:30:02 PM,3.53,46.661,6.0084,92.5689,6.0298,92.1035
1629,04/27/22 11:00:02 PM,3.53,46.661,6.3569,91.4931,6.3810,90.9957
1630,04/27/22 11:30:02 PM,3.53,46.661,6.3917,91.2505,6.4132,90.6371
1631,04/28/22 12:00:02 AM,3.53,46.706,6.3140,91.3252,6.3354,90.7576
1632,04/28/22 12:30:02 AM,3.53,46.706,6.2765,90.9575,6.2738,90.5440
1633,04/28/22 01:00:02 AM,3.53,46.706,6.0807,90.9468,6.0888,90.3975
1634,04/28/22 01:30:02 AM,3.53,46.706,5.7671,92.4605,5.7912,91.9463
1635,04/28/22 02:00:02 AM,3.53,46.751,5.3462,92.9961,5.3783,92.4666
1636,04/28/22 02:30:02 AM,3.53,46.751,5.0727,93.9391,5.0861,93.3471
1637,04/28/22 03:00:02 AM,3.53,46.751,4.8904,95.2087,4.8984,94.6517
1638,04/28/22 03:30:02 AM,3.53,46.751,4.5579,96.4324,4.5714,95.6832
1639,04/28/22 04:00:02 AM,3.53,46.751,4.4185,97.0321,4.4400,96.4294
1640,04/28/22 04:30:02 AM,3.53,46.751,4.2470,97.1695,4.2818,96.5301
1641,04/28/22 05:00:02 AM,4.12,46.751,4.1612,98.2940,4.1933,97.5326
1642,04/28/22 05:30:02 AM,6.47,46.751,4.2711,99.0784,4.2979,98.1949
1643,04/28/22 06:00:02 AM,8.82,46.751,4.4346,99.8993,4.4614,99.2630
1644,04/28/22 06:30:02 AM,9.41,46.751,4.5955,99.9969,4.6035,99.6262
1645,04/28/22 07:00:02 AM,9.41,46.751,4.6679,99.9969,4.6813,99.9542
1646,04/28/22 07:30:02 AM,10.00,46.751,4.8904,99.9969,4.9065,99.9969
1647,04/28/22 08:00:02 AM,8.24,46.751,5.3301,99.9969,5.3381,99.9969
1648,04/28/22 08:30:02 AM,7.06,46.751,5.8261,99.9969,5.8448,99.9176
1649,04/28/22 09:00:02 AM,5.88,46.706,6.1934,99.8459,6.2202,99.3042
1650,04/28/22 09:30:02 AM,4.71,46.706,6.7322,97.4746,6.7483,96.6690
1651,04/28/22 10:00:02 AM,4.12,46.706,7.7483,90.9468,7.7885,90.2632
1652,04/28/22 10:30:02 AM,4.12,46.706,8.5044,83.4195,8.5473,82.9648
1653,04/28/22 11:00:02 AM,12.35,46.706,9.3033,80.5615,9.3006,80.2213
1654,04/28/22 11:30:02 AM,9.41,46.661,8.3462,93.1685,8.3864,92.5811
1655,04/28/22 12:00:02 PM,5.29,46.661,8.6465,83.9185,8.6894,83.5264
1656,04/28/22 12:30:02 PM,5.88,46.661,9.4105,79.2676,9.4534,78.9059
1657,04/28/22 01:00:02 PM,4.12,46.661,9.7617,75.5932,9.7805,75.3475
1658,04/28/22 01:30:02 PM,3.53,46.661,9.1746,79.6017,9.2148,79.3439
1659,04/28/22 02:00:02 PM,3.53,46.616,10.6009,72.5887,10.6572,72.2377
1660,04/28/22 02:30:02 PM,3.53,46.616,11.3650,66.4149,11.3650,66.3798
1661,04/28/22 03:00:02 PM,17.06,46.616,9.8717,81.9776,9.9012,81.6037
1662,04/28/22 03:30:02 PM,13.53,46.616,8.8877,91.1437,8.9011,90.6630
1663,04/28/22 04:00:02 PM,4.12,46.571,9.2148,82.6703,9.2497,82.3453
1664,04/28/22 04:30:02 PM,3.53,46.571,10.3087,70.7424,10.3542,70.5898
1665,04/28/22 05:00:02 PM,3.53,46.571,10.2953,66.1357,10.3167,65.9068
1666,04/28/22 05:30:02 PM,3.53,46.571,9.7215,68.8579,9.7457,68.8411
1667,04/28/22 06:00:02 PM,3.53,46.571,8.9601,74.1054,8.9816,73.8460
1668,04/28/22 06:30:02 PM,4.12,46.571,8.2470,78.8800,8.2631,78.5763
1669,04/28/22 07:00:02 PM,3.53,46.571,7.5044,81.8326,7.5178,81.5869
1670,04/28/22 07:30:02 PM,4.12,46.571,7.2389,82.2492,7.2336,81.9577
1671,04/28/22 08:00:02 PM,4.71,46.571,6.4856,87.3487,6.4802,86.9520
1672,04/28/22 08:30:02 PM,9.41,46.571,6.1719,91.1406,6.1826,90.5257
1673,04/28/22 09:00:02 PM,58.24,46.571,6.0566,98.2712,6.0513,97.5189
1674,04/28/22 09:30:02 PM,65.29,46.571,5.5097,99.9100,5.5097,99.2752
1675,04/28/22 10:00:02 PM,69.41,46.571,5.5874,99.9969,5.6062,99.8917
1676,04/28/22 10:30:02 PM,74.71,46.571,5.6974,99.9969,5.7161,99.9969
1677,04/28/22 11:00:02 PM,76.47,46.616,5.7135,99.9969,5.7242,99.9969
1678,04/28/22 11:30:02 PM,78.82,46.616,5.6062,99.9969,5.6250,99.9969
1679,04/29/22 12:00:02 AM,80.00,46.616,5.4346,99.9969,5.4480,99.9969
1680,04/29/22 12:30:02 AM,80.59,46.616,5.3917,99.9969,5.4078,99.9969
1681,04/29/22 01:00:02 AM,81.18,46.616,5.4105,99.9969,5.4185,99.9969
1682,04/29/22 01:30:02 AM,82.35,46.616,5.3864,99.9969,5.4025,99.9969
1683,04/29/22 02:00:02 AM,82.35,46.616,5.3703,99.9969,5.3864,99.9969
1684,04/29/22 02:30:02 AM,81.18,46.616,5.4293,99.9969,5.4320,99.9969
1685,04/29/22 03:00:02 AM,81.18,46.616,5.4588,99.9969,5.4641,99.9969
1686,04/29/22 03:30:02 AM,88.24,46.616,5.4293,99.9969,5.4588,99.9969
1687,04/29/22 04:00:02 AM,89.41,46.616,5.3971,99.9969,5.4239,99.9969
1688,04/29/22 04:30:02 AM,89.41,46.616,5.2121,99.9969,5.2202,99.9969
1689,04/29/22 05:00:02 AM,89.41,46.616,5.1076,99.9969,5.1210,99.9969
1690,04/29/22 05:30:02 AM,89.41,46.616,5.2255,99.9969,5.2389,99.9969
1691,04/29/22 06:00:02 AM,89.41,46.616,5.3837,99.9969,5.4051,99.9969
1692,04/29/22 06:30:02 AM,89.41,46.616,5.6384,99.9969,5.6652,99.9969
1693,04/29/22 07:00:02 AM,86.47,46.616,6.1156,99.9969,6.1478,99.9969
1694,04/29/22 07:30:02 AM,64.12,46.616,6.5821,99.3408,6.6089,99.0387
1695,04/29/22 08:00:02 AM,58.24,46.616,6.9279,96.7819,6.9601,96.1471
1696,04/29/22 08:30:02 AM,30.00,46.616,8.1800,89.6437,8.2229,88.8579
1697,04/29/22 09:00:02 AM,25.29,46.616,9.5553,78.7015,9.5955,78.1735
1698,04/29/22 09:30:02 AM,15.29,46.616,10.7296,71.0231,10.7966,70.7683
1699,04/29/22 10:00:02 AM,10.00,46.616,11.1585,68.0491,11.1773,67.9454
1700,04/29/22 10:30:02 AM,5.88,46.571,10.8047,68.2994,10.8475,68.1209
1701,04/29/22 11:00:02 AM,4.12,46.571,11.9253,61.7517,11.9816,61.6098
1702,04/29/22 11:30:02 AM,4.12,46.571,13.5634,57.7798,13.6090,57.8470
1703,04/29/22 12:00:02 PM,4.12,46.571,14.2631,53.1106,14.2819,53.3486
1704,04/29/22 12:30:02 PM,3.53,46.571,13.9977,54.0368,14.0326,54.3221
1705,04/29/22 01:00:02 PM,3.53,46.571,14.0299,55.2255,14.0433,55.3704
1706,04/29/22 01:30:02 PM,3.53,46.526,13.0674,58.3963,13.1049,58.5550
1707,04/29/22 02:00:02 PM,6.47,46.526,12.3569,66.1723,12.3677,66.1357
1708,04/29/22 02:30:02 PM,20.59,46.526,11.3623,80.5737,11.3811,80.3815
1709,04/29/22 03:00:02 PM,20.00,46.526,10.7671,87.5898,10.7886,87.2084
1710,04/29/22 03:30:02 PM,12.35,46.526,10.1961,90.4143,10.2336,90.0572
1711,04/29/22 04:00:02 PM,35.88,46.526,9.6062,96.3760,9.6465,96.1624
1712,04/29/22 04:30:02 PM,59.41,46.526,9.8422,98.3383,9.8770,97.7829
1713,04/29/22 05:00:02 PM,57.06,46.526,9.9816,97.9370,10.0164,97.2564
1714,04/29/22 05:30:02 PM,55.29,46.571,9.7403,97.3449,9.7617,96.4706
1715,04/29/22 06:00:02 PM,67.65,46.571,9.6116,99.4659,9.6411,98.6831
1716,04/29/22 06:30:02 PM,91.76,46.571,9.2014,99.8566,9.2229,99.1897
1717,04/29/22 07:00:02 PM,95.29,46.571,8.7966,99.9969,8.8207,99.9161
1718,04/29/22 07:30:02 PM,94.71,46.616,8.5258,99.9969,8.5312,99.9969
1719,04/29/22 08:00:02 PM,91.76,46.616,8.4668,99.9969,8.4856,99.9969
1720,04/29/22 08:30:02 PM,92.94,46.616,8.4347,99.9969,8.4641,99.9969
1721,04/29/22 09:00:02 PM,90.00,46.661,8.5875,99.9969,8.6143,99.9969
1722,04/29/22 09:30:02 PM,91.18,46.661,8.6518,99.9969,8.6840,99.9969
1723,04/29/22 10:00:02 PM,93.53,46.706,8.7215,99.9969,8.7376,99.9969
1724,04/29/22 10:30:02 PM,89.41,46.706,8.8234,99.9969,8.8529,99.9969
1725,04/29/22 11:00:02 PM,91.76,46.706,8.9226,99.9969,8.9414,99.9969
1726,04/29/22 11:30:02 PM,90.00,46.751,9.0218,99.9969,9.0379,99.9969
1727,04/30/22 12:00:02 AM,88.24,46.751,9.0647,99.9969,9.0969,99.9969
1728,04/30/22 12:30:02 AM,88.24,46.796,9.0084,99.9969,9.0352,99.9969
1729,04/30/22 01:00:02 AM,88.82,46.796,9.0298,99.9969,9.0620,99.9969
1730,04/30/22 01:30:02 AM,88.82,46.841,9.0432,99.9969,9.0754,99.9969
1731,04/30/22 02:00:02 AM,86.47,46.841,9.0459,99.9969,9.0647,99.9969
1732,04/30/22 02:30:02 AM,89.41,46.841,8.9762,99.9969,8.9977,99.9969
1733,04/30/22 03:00:02 AM,89.41,46.886,8.9762,99.9969,8.9896,99.9969
1734,04/30/22 03:30:02 AM,90.00,46.886,8.9333,99.9969,8.9628,99.9969
1735,04/30/22 04:00:02 AM,90.00,46.886,8.9253,99.9969,8.9548,99.9969
1736,04/30/22 04:30:02 AM,92.35,46.931,8.9253,99.9969,8.9548,99.9969
1737,04/30/22 05:00:02 AM,90.00,46.931,8.9440,99.9969,8.9682,99.9969
1738,04/30/22 05:30:02 AM,91.76,46.931,8.9896,99.9969,9.0245,99.9969
1739,04/30/22 06:00:02 AM,89.41,46.974,9.0727,99.9969,9.1022,99.9969
1740,04/30/22 06:30:02 AM,90.59,46.974,9.0701,99.9969,9.1022,99.9969
1741,04/30/22 07:00:02 AM,90.00,46.974,8.3998,99.9969,8.4105,99.9969
1742,04/30/22 07:30:02 AM,90.00,46.974,8.1290,99.9969,8.1505,99.9969
1743,04/30/22 08:00:02 AM,88.24,47.019,7.7001,99.9969,7.7135,99.9969
1744,04/30/22 08:30:02 AM,89.41,47.019,7.3596,99.9969,7.3757,99.9969
1745,04/30/22 09:00:02 AM,89.41,47.019,7.5178,99.9969,7.5526,99.9969
1746,04/30/22 09:30:02 AM,71.18,47.064,7.9601,99.8932,8.0030,99.8276
1747,04/30/22 10:00:02 AM,11.76,47.064,9.4293,91.2428,9.4052,91.3008
1748,04/30/22 10:30:02 AM,10.59,47.064,9.2068,91.3725,9.2309,91.2032
1749,04/30/22 11:00:02 AM,8.82,47.064,9.5151,87.2465,9.5634,87.2679
1750,04/30/22 11:30:02 AM,16.47,47.064,9.7912,85.6565,9.8261,85.5024
1751,04/30/22 12:00:02 PM,95.29,47.109,8.2095,99.4217,8.2202,99.1577
1752,04/30/22 12:30:02 PM,95.29,47.109,9.8475,99.4018,9.9038,99.4308
1753,04/30/22 01:00:02 PM,22.35,47.109,10.6170,97.3419,10.6626,96.8551
1754,04/30/22 01:30:02 PM,99.41,47.109,9.5580,97.6211,9.5768,97.0367
1755,04/30/22 02:00:02 PM,95.29,47.154,8.3006,99.9969,8.3435,99.9969
1756,04/30/22 02:30:02 PM,92.35,47.154,9.6331,99.9969,9.6760,99.9344
1757,04/30/22 03:00:02 PM,85.88,47.154,9.3435,99.9969,9.3489,99.9359
1758,04/30/22 03:30:02 PM,98.24,47.154,8.4615,99.9969,8.4936,99.9008
1759,04/30/22 04:00:02 PM,91.18,47.154,8.0084,99.9969,8.0406,99.9969
1760,04/30/22 04:30:02 PM,93.53,47.199,8.5124,99.9969,8.5339,99.9969
1761,04/30/22 05:00:02 PM,91.76,47.199,8.8422,99.9969,8.8690,99.9969
1762,04/30/22 05:30:02 PM,90.59,47.199,8.5204,99.9969,8.5312,99.9969
1763,04/30/22 06:00:02 PM,91.76,47.199,8.5097,99.9969,8.5312,99.9969
1764,04/30/22 06:30:02 PM,90.00,47.244,8.5687,99.9969,8.5794,99.9969
1765,04/30/22 07:00:02 PM,91.18,47.244,8.3328,99.9969,8.3515,99.9969
1766,04/30/22 07:30:02 PM,92.35,47.244,7.8663,99.9969,7.8824,99.9969
1767,04/30/22 08:00:02 PM,87.65,47.289,7.2175,99.9969,7.2443,99.9969
1768,04/30/22 08:30:02 PM,88.82,47.289,6.3354,99.9969,6.3944,99.9969
1769,04/30/22 09:00:02 PM,86.47,47.289,5.6974,99.9969,5.7188,99.9969
1770,04/30/22 09:30:02 PM,87.65,47.334,5.5714,99.9969,5.6035,99.9969
1771,04/30/22 10:00:02 PM,87.06,47.334,5.9306,99.9969,5.9521,99.9969
1772,04/30/22 10:30:02 PM,82.94,47.334,5.6143,99.9969,5.6518,99.9969
1773,04/30/22 11:00:02 PM,82.94,47.334,5.5043,99.9969,5.5285,99.9969
1774,04/30/22 11:30:02 PM,84.71,47.377,5.8931,99.9969,5.9279,99.9969
1775,05/01/22 12:00:02 AM,84.12,47.377,6.3649,99.9969,6.3917,99.9969
1776,05/01/22 12:30:02 AM,82.35,47.377,6.2684,99.9969,6.2872,99.9969
1777,05/01/22 01:00:02 AM,84.12,47.377,6.1129,99.9969,6.1371,99.9969
1778,05/01/22 01:30:02 AM,86.47,47.377,6.0807,99.9969,6.1022,99.9969
1779,05/01/22 02:00:02 AM,83.53,47.422,6.0244,99.9969,6.0593,99.9969
1780,05/01/22 02:30:02 AM,77.65,47.422,5.4373,99.9969,5.4722,99.9969
1781,05/01/22 03:00:02 AM,71.76,47.422,4.6518,99.9969,4.7054,99.9969
1782,05/01/22 03:30:02 AM,67.06,47.422,4.6062,99.9969,4.6277,99.9969
1783,05/01/22 04:00:02 AM,69.41,47.422,4.9092,99.9969,4.9467,99.9969
1784,05/01/22 04:30:02 AM,72.94,47.422,5.1022,99.9969,5.1156,99.9969
1785,05/01/22 05:00:02 AM,73.53,47.422,4.9172,99.9969,4.9440,99.9969
1786,05/01/22 05:30:02 AM,78.82,47.422,5.3676,99.9969,5.3891,99.9969
1787,05/01/22 06:00:02 AM,75.88,47.422,5.4588,99.9969,5.4829,99.9969
1788,05/01/22 06:30:02 AM,71.76,47.422,5.6223,99.9969,5.6357,99.9969
1789,05/01/22 07:00:02 AM,77.06,47.422,5.8609,99.9969,5.8984,99.9969
1790,05/01/22 07:30:02 AM,75.29,47.377,6.0834,99.9969,6.0995,99.9969
1791,05/01/22 08:00:02 AM,61.76,47.377,6.3837,99.9969,6.3998,99.9969
1792,05/01/22 08:30:02 AM,36.47,47.377,6.9601,99.9969,6.9923,99.9969
1793,05/01/22 09:00:02 AM,27.65,47.377,7.3060,99.9969,7.2979,99.9969
1794,05/01/22 09:30:02 AM,19.41,47.377,7.8609,99.9969,7.8904,99.9969
1795,05/01/22 10:00:02 AM,17.06,47.377,9.2979,94.4732,9.2550,94.0978
1796,05/01/22 10:30:02 AM,13.53,47.334,10.4052,91.3619,10.4668,90.8217
1797,05/01/22 11:00:02 AM,4.71,47.334,12.8395,82.3911,12.9575,81.5854
1798,05/01/22 11:30:02 AM,4.71,47.334,12.4829,80.1083,12.4910,79.7086
1799,05/01/22 12:00:02 PM,4.71,47.334,13.7966,76.0998,13.8368,75.3445
1800,05/01/22 12:30:02 PM,4.71,47.334,15.1184,68.5496,15.1666,68.3467
1801,05/01/22 01:00:02 PM,4.71,47.289,14.5419,68.3345,14.5714,68.3467
1802,05/01/22 01:30:02 PM,4.12,47.289,15.8637,63.7125,15.8985,63.5599
1803,05/01/22 02:00:02 PM,4.12,47.289,15.7269,60.2472,15.7511,60.3357
1804,05/01/22 02:30:02 PM,4.12,47.289,15.9066,59.6429,15.9441,59.6841
1805,05/01/22 03:00:02 PM,4.12,47.244,15.8503,58.8052,15.9012,58.8830
1806,05/01/22 03:30:02 PM,4.12,47.244,15.9387,58.8296,15.9897,58.8312
1807,05/01/22 04:00:02 PM,4.12,47.244,15.5393,60.0046,15.5714,59.9863
1808,05/01/22 04:30:02 PM,4.12,47.244,15.3328,62.9603,15.3784,62.8199
1809,05/01/22 05:00:02 PM,4.12,47.244,15.1881,65.4734,15.2283,65.4185
1810,05/01/22 05:30:02 PM,4.12,47.244,14.4186,69.5323,14.4588,69.5476
1811,05/01/22 06:00:02 PM,4.12,47.289,12.9039,79.9191,12.9360,79.6460
1812,05/01/22 06:30:02 PM,4.12,47.289,12.5553,80.7324,12.5956,80.4364
1813,05/01/22 07:00:02 PM,4.12,47.289,11.8583,79.9969,11.8985,79.5789
1814,05/01/22 07:30:02 PM,4.12,47.289,11.2202,79.7635,11.2631,79.3057
1815,05/01/22 08:00:02 PM,4.12,47.334,10.8636,81.3428,10.8878,80.9476
1816,05/01/22 08:30:02 PM,4.12,47.334,10.4803,82.6246,10.5044,82.2080
1817,05/01/22 09:00:02 PM,4.12,47.377,10.6465,83.2883,10.6492,82.9053
1818,05/01/22 09:30:02 PM,4.12,47.422,10.4481,86.8772,10.4856,86.4347
1819,05/01/22 10:00:02 PM,4.12,47.422,10.3542,90.6966,10.3837,90.0862
1820,05/01/22 10:30:02 PM,4.12,47.422,9.7108,91.4504,9.7215,90.9361
1821,05/01/22 11:00:02 PM,4.12,47.467,8.5070,89.1508,8.5124,88.7541
1822,05/01/22 11:30:02 PM,4.12,47.512,7.7617,89.9657,7.7698,89.4301
1823,05/02/22 12:00:02 AM,4.12,47.512,7.5901,89.4865,7.6116,88.9448
1824,05/02/22 12:30:02 AM,4.12,47.557,7.4829,90.7774,7.5070,90.3792
1825,05/02/22 01:00:02 AM,4.12,47.602,7.3649,90.1106,7.3864,89.5415
1826,05/02/22 01:30:02 AM,12.35,47.602,7.0674,91.8105,7.0700,91.2276
1827,05/02/22 02:00:02 AM,88.24,47.647,5.7322,99.6262,5.7295,99.0524
1828,05/02/22 02:30:02 AM,85.88,47.691,5.1210,99.9969,5.1317,99.9969
1829,05/02/22 03:00:02 AM,86.47,47.691,5.0754,99.9969,5.0888,99.9969
1830,05/02/22 03:30:02 AM,87.06,47.736,5.0566,99.9969,5.0673,99.9969
1831,05/02/22 04:00:02 AM,87.65,47.736,5.0647,99.9969,5.0647,99.9969
1832,05/02/22 04:30:02 AM,87.65,47.736,5.0137,99.9969,5.0271,99.9969
1833,05/02/22 05:00:02 AM,88.82,47.781,5.0673,99.9969,5.0781,99.9969
1834,05/02/22 05:30:02 AM,87.06,47.781,5.1397,99.9969,5.1531,99.9969
1835,05/02/22 06:00:02 AM,89.41,47.826,5.2228,99.9969,5.2416,99.9969
1836,05/02/22 06:30:02 AM,87.65,47.826,5.2523,99.9969,5.2791,99.9969
1837,05/02/22 07:00:02 AM,89.41,47.826,5.3837,99.9969,5.4132,99.9969
1838,05/02/22 07:30:02 AM,90.59,47.826,5.1531,99.9969,5.1773,99.9969
1839,05/02/22 08:00:02 AM,91.18,47.871,5.0888,99.9969,5.0915,99.9969
1840,05/02/22 08:30:02 AM,95.29,47.871,5.0861,99.9969,5.1049,99.9969
1841,05/02/22 09:00:02 AM,94.71,47.826,4.9949,99.9969,5.0137,99.9969
1842,05/02/22 09:30:02 AM,94.71,47.871,5.0352,99.9969,5.0647,99.9969
