"Plot Title: SLICE-2"
"#","Date Time, GMT-08:00","Water Content, m³/m³ (LGR S/N: 9956743, SEN S/N: 9992071, LBL: C 50cm)","Rain, in (LGR S/N: 9956743, SEN S/N: 10093633, LBL: rain>)","Temp, °F (LGR S/N: 9956743, SEN S/N: 10400451, LBL: AIR 2m)","RH, % (LGR S/N: 9956743, SEN S/N: 10400451, LBL: RH 2m)","Temp, °F (LGR S/N: 9956743, SEN S/N: 10407856, LBL: SOIL 50cm)","Temp, °F (LGR S/N: 9956743, SEN S/N: 10407859, LBL: SOIL 10cm)","Temp, °F (LGR S/N: 9956743, SEN S/N: 10407860, LBL: AIR 3m)","Temp, °F (LGR S/N: 9956743, SEN S/N: 10462346, LBL: air-1M)","Water Content, m³/m³ (LGR S/N: 9956743, SEN S/N: 10584345, LBL: B-10)","Water Content, m³/m³ (LGR S/N: 9956743, SEN S/N: 10584346, LBL: B-50)","Water Content, m³/m³ (LGR S/N: 9956743, SEN S/N: 10584347, LBL: A-10)","Water Content, m³/m³ (LGR S/N: 9956743, SEN S/N: 10584348, LBL: A-50)","Water Content, m³/m³ (LGR S/N: 9956743, SEN S/N: 10584349, LBL: C-10)"
1798,01/08/22 11:30:00 PM,0.3952,0.000,36.217,99.400,43.945,43.671,37.513,36.025,0.3098,0.3758,0.3223,0.4107,0.3367
1799,01/09/22 12:00:00 AM,0.3946,0.000,36.169,99.600,43.990,43.624,37.656,35.976,0.3098,0.3762,0.3219,0.4102,0.3361
1800,01/09/22 12:30:00 AM,0.3952,0.008,35.976,99.700,43.990,43.579,37.321,36.072,0.3098,0.3762,0.3219,0.4102,0.3361
1801,01/09/22 01:00:00 AM,0.3946,0.000,35.976,99.700,43.990,43.579,37.513,35.879,0.3098,0.3758,0.3216,0.4095,0.3361
1802,01/09/22 01:30:00 AM,0.3939,0.000,38.700,99.600,43.990,43.534,40.905,37.321,0.3098,0.3758,0.3219,0.4095,0.3361
1803,01/09/22 02:00:00 AM,0.3946,0.000,36.459,99.100,43.990,43.488,38.084,35.928,0.3098,0.3758,0.3216,0.4088,0.3357
1804,01/09/22 02:30:00 AM,0.3939,0.000,35.976,98.800,43.990,43.443,37.513,35.589,0.3098,0.3751,0.3216,0.4088,0.3357
1805,01/09/22 03:00:00 AM,0.3946,0.008,36.939,98.500,44.037,43.443,39.078,35.733,0.3095,0.3751,0.3211,0.4081,0.3357
1806,01/09/22 03:30:00 AM,0.3939,0.000,35.976,98.100,44.037,43.396,37.225,35.492,0.3095,0.3751,0.3211,0.4081,0.3357
1807,01/09/22 04:00:00 AM,0.3934,0.000,34.664,98.100,44.037,43.351,35.249,34.320,0.3095,0.3746,0.3211,0.4074,0.3357
1808,01/09/22 04:30:00 AM,0.3939,0.000,34.907,98.500,44.037,43.306,36.747,34.810,0.3095,0.3740,0.3211,0.4074,0.3357
1809,01/09/22 05:00:00 AM,0.3927,0.000,35.055,98.700,44.037,43.259,36.266,35.006,0.3092,0.3746,0.3207,0.4069,0.3352
1810,01/09/22 05:30:00 AM,0.3927,0.008,34.223,98.700,44.037,43.259,35.103,33.928,0.3092,0.3740,0.3211,0.4069,0.3352
1811,01/09/22 06:00:00 AM,0.3915,0.000,33.138,98.800,44.037,43.214,33.584,32.891,0.3092,0.3734,0.3207,0.4062,0.3352
1812,01/09/22 06:30:00 AM,0.3915,0.000,33.336,99.000,44.037,43.167,34.320,33.287,0.3092,0.3734,0.3207,0.4062,0.3352
1813,01/09/22 07:00:00 AM,0.3909,0.000,33.681,99.200,44.037,43.122,34.468,33.435,0.3087,0.3729,0.3207,0.4055,0.3348
1814,01/09/22 07:30:00 AM,0.3902,0.000,32.841,99.300,44.037,43.122,33.584,32.641,0.3087,0.3729,0.3207,0.4048,0.3348
1815,01/09/22 08:00:00 AM,0.3909,0.000,32.193,99.300,44.082,43.075,32.742,31.993,0.3087,0.3729,0.3204,0.4041,0.3348
1816,01/09/22 08:30:00 AM,0.3895,0.000,34.027,99.500,44.127,43.122,35.152,33.534,0.3087,0.3716,0.3207,0.4041,0.3348
1817,01/09/22 09:00:00 AM,0.3902,0.008,37.321,99.500,44.127,43.075,40.764,36.120,0.3087,0.3716,0.3204,0.4036,0.3343
1818,01/09/22 09:30:00 AM,0.3895,0.000,43.259,98.700,44.127,43.030,45.986,40.298,0.3087,0.3716,0.3204,0.4029,0.3348
1819,01/09/22 10:00:00 AM,0.3895,0.000,46.616,96.200,44.173,43.030,48.538,44.218,0.3087,0.3716,0.3204,0.4022,0.3348
1820,01/09/22 10:30:00 AM,0.3890,0.000,47.109,89.900,44.218,43.075,48.583,47.377,0.3087,0.3711,0.3204,0.4016,0.3348
1821,01/09/22 11:00:00 AM,0.3883,0.000,50.268,86.000,44.218,43.075,50.311,49.028,0.3087,0.3711,0.3204,0.4010,0.3352
1822,01/09/22 11:30:00 AM,0.3872,0.008,51.458,83.300,44.173,43.075,51.678,51.413,0.3087,0.3705,0.3199,0.4010,0.3348
1823,01/09/22 12:00:00 PM,0.3859,0.000,53.690,79.600,44.173,43.075,53.166,51.984,0.3087,0.3699,0.3204,0.4004,0.3348
1824,01/09/22 12:30:00 PM,0.3847,0.000,53.865,78.100,44.218,43.167,53.559,53.559,0.3084,0.3694,0.3199,0.4004,0.3348
1825,01/09/22 01:00:00 PM,0.3847,0.000,53.820,74.600,44.218,43.214,54.430,51.062,0.3084,0.3694,0.3199,0.3990,0.3348
1826,01/09/22 01:30:00 PM,0.3847,0.000,50.886,79.600,44.218,43.259,51.544,49.914,0.3084,0.3694,0.3195,0.3990,0.3348
1827,01/09/22 02:00:00 PM,0.3840,0.000,50.841,79.200,44.218,43.396,51.544,50.488,0.3084,0.3694,0.3195,0.3978,0.3343
1828,01/09/22 02:30:00 PM,0.3829,0.000,50.709,79.900,44.218,43.443,51.458,50.047,0.3084,0.3688,0.3195,0.3978,0.3343
1829,01/09/22 03:00:00 PM,0.3829,0.000,49.249,82.600,44.218,43.534,50.092,48.227,0.3080,0.3688,0.3192,0.3971,0.3343
1830,01/09/22 03:30:00 PM,0.3816,0.000,47.199,86.500,44.218,43.579,48.182,46.301,0.3080,0.3688,0.3192,0.3964,0.3343
1831,01/09/22 04:00:00 PM,0.3822,0.000,44.946,90.500,44.218,43.624,46.031,44.218,0.3080,0.3683,0.3192,0.3959,0.3339
1832,01/09/22 04:30:00 PM,0.3816,0.000,42.800,92.900,44.218,43.671,43.808,42.478,0.3080,0.3683,0.3187,0.3952,0.3339
1833,01/09/22 05:00:00 PM,0.3811,0.000,40.905,94.500,44.173,43.624,41.463,40.858,0.3077,0.3677,0.3192,0.3952,0.3339
1834,01/09/22 05:30:00 PM,0.3816,0.000,39.830,95.400,44.173,43.671,40.858,39.549,0.3077,0.3677,0.3187,0.3939,0.3339
1835,01/09/22 06:00:00 PM,0.3816,0.000,39.830,95.900,44.173,43.716,40.951,39.407,0.3077,0.3677,0.3187,0.3939,0.3339
1836,01/09/22 06:30:00 PM,0.3811,0.000,39.313,96.100,44.173,43.716,40.345,38.842,0.3077,0.3671,0.3187,0.3934,0.3339
1837,01/09/22 07:00:00 PM,0.3816,0.000,39.596,96.000,44.173,43.716,41.416,39.313,0.3077,0.3671,0.3187,0.3934,0.3339
1838,01/09/22 07:30:00 PM,0.3804,0.000,39.078,94.600,44.173,43.671,39.690,38.368,0.3077,0.3666,0.3187,0.3927,0.3339
1839,01/09/22 08:00:00 PM,0.3811,0.000,37.846,95.100,44.173,43.716,38.415,37.465,0.3077,0.3666,0.3187,0.3927,0.3335
1840,01/09/22 08:30:00 PM,0.3811,0.000,40.298,94.600,44.173,43.671,42.570,39.407,0.3072,0.3666,0.3187,0.3920,0.3339
1841,01/09/22 09:00:00 PM,0.3811,0.000,40.251,90.500,44.173,43.671,42.341,39.736,0.3077,0.3660,0.3187,0.3920,0.3335
1842,01/09/22 09:30:00 PM,0.3804,0.000,38.889,90.300,44.173,43.624,40.017,38.464,0.3072,0.3660,0.3187,0.3915,0.3335
1843,01/09/22 10:00:00 PM,0.3811,0.000,37.942,91.700,44.173,43.624,39.407,37.513,0.3072,0.3660,0.3187,0.3915,0.3335
1844,01/09/22 10:30:00 PM,0.3798,0.000,38.653,91.300,44.173,43.579,40.251,38.131,0.3072,0.3655,0.3183,0.3909,0.3335
1845,01/09/22 11:00:00 PM,0.3798,0.000,37.656,91.500,44.173,43.579,38.842,37.274,0.3072,0.3655,0.3183,0.3909,0.3335
1846,01/09/22 11:30:00 PM,0.3793,0.000,36.554,92.500,44.173,43.579,37.035,36.313,0.3072,0.3655,0.3183,0.3902,0.3335
1847,01/10/22 12:00:00 AM,0.3787,0.000,36.025,93.900,44.173,43.534,36.891,35.782,0.3069,0.3649,0.3178,0.3902,0.3330
1848,01/10/22 12:30:00 AM,0.3780,0.000,36.313,94.400,44.173,43.488,36.842,35.976,0.3072,0.3655,0.3178,0.3902,0.3330
1849,01/10/22 01:00:00 AM,0.3775,0.000,35.541,94.800,44.173,43.488,36.266,35.346,0.3069,0.3649,0.3183,0.3895,0.3330
1850,01/10/22 01:30:00 AM,0.3775,0.000,36.313,94.900,44.173,43.443,37.656,36.025,0.3069,0.3649,0.3178,0.3895,0.3330
1851,01/10/22 02:00:00 AM,0.3769,0.000,37.893,93.800,44.173,43.396,40.345,37.321,0.3069,0.3649,0.3183,0.3895,0.3330
1852,01/10/22 02:30:00 AM,0.3769,0.000,40.905,87.900,44.173,43.396,43.306,39.596,0.3069,0.3649,0.3178,0.3895,0.3330
1853,01/10/22 03:00:00 AM,0.3762,0.000,40.858,84.800,44.173,43.351,42.939,39.783,0.3069,0.3649,0.3178,0.3895,0.3330
1854,01/10/22 03:30:00 AM,0.3751,0.000,40.017,86.500,44.218,43.306,41.554,39.502,0.3069,0.3649,0.3178,0.3895,0.3330
1855,01/10/22 04:00:00 AM,0.3746,0.000,40.111,85.400,44.218,43.306,41.369,39.643,0.3069,0.3649,0.3178,0.3890,0.3330
1856,01/10/22 04:30:00 AM,0.3734,0.000,39.078,86.900,44.218,43.259,39.970,38.557,0.3066,0.3643,0.3175,0.3890,0.3330
1857,01/10/22 05:00:00 AM,0.3729,0.000,37.513,90.300,44.218,43.259,38.084,37.369,0.3066,0.3643,0.3178,0.3883,0.3326
1858,01/10/22 05:30:00 AM,0.3734,0.000,38.748,90.600,44.218,43.259,39.549,38.084,0.3066,0.3638,0.3175,0.3890,0.3330
1859,01/10/22 06:00:00 AM,0.3729,0.000,38.748,91.900,44.218,43.259,39.924,38.368,0.3066,0.3643,0.3175,0.3883,0.3326
1860,01/10/22 06:30:00 AM,0.3722,0.000,38.937,92.600,44.218,43.259,39.830,38.653,0.3066,0.3643,0.3175,0.3877,0.3326
1861,01/10/22 07:00:00 AM,0.3716,0.000,40.017,93.300,44.218,43.259,41.184,39.502,0.3066,0.3643,0.3175,0.3877,0.3326
1862,01/10/22 07:30:00 AM,0.3711,0.000,41.043,93.400,44.218,43.259,42.847,40.064,0.3066,0.3638,0.3171,0.3872,0.3326
1863,01/10/22 08:00:00 AM,0.3694,0.000,42.247,90.900,44.263,43.259,43.122,41.554,0.3066,0.3638,0.3175,0.3872,0.3326
1864,01/10/22 08:30:00 AM,0.3688,0.000,42.570,93.200,44.263,43.306,44.082,41.970,0.3066,0.3638,0.3175,0.3865,0.3321
1865,01/10/22 09:00:00 AM,0.3694,0.000,45.082,90.800,44.263,43.351,46.391,44.037,0.3066,0.3632,0.3175,0.3865,0.3321
1866,01/10/22 09:30:00 AM,0.3688,0.000,47.602,84.600,44.310,43.396,48.538,46.616,0.3066,0.3632,0.3175,0.3859,0.3321
1867,01/10/22 10:00:00 AM,0.3671,0.000,47.914,85.100,44.310,43.396,48.895,47.019,0.3066,0.3632,0.3175,0.3865,0.3326
1868,01/10/22 10:30:00 AM,0.3671,0.000,50.929,84.500,44.310,43.488,51.895,50.223,0.3066,0.3632,0.3171,0.3859,0.3326
1869,01/10/22 11:00:00 AM,0.3666,0.000,51.589,81.500,44.310,43.488,52.160,50.974,0.3066,0.3632,0.3175,0.3859,0.3321
1870,01/10/22 11:30:00 AM,0.3660,0.000,53.341,80.500,44.310,43.579,53.951,52.860,0.3066,0.3632,0.3175,0.3854,0.3326
1871,01/10/22 12:00:00 PM,0.3660,0.000,53.690,77.900,44.310,43.624,53.908,53.559,0.3066,0.3632,0.3171,0.3854,0.3321
1872,01/10/22 12:30:00 PM,0.3655,0.000,53.733,76.900,44.310,43.716,54.169,53.559,0.3066,0.3628,0.3175,0.3859,0.3321
1873,01/10/22 01:00:00 PM,0.3655,0.000,54.648,75.700,44.310,43.808,55.081,54.300,0.3066,0.3628,0.3175,0.3854,0.3321
1874,01/10/22 01:30:00 PM,0.3643,0.000,55.602,76.400,44.310,43.945,56.035,55.647,0.3066,0.3628,0.3171,0.3859,0.3321
1875,01/10/22 02:00:00 PM,0.3649,0.000,55.647,76.700,44.310,44.037,55.906,55.690,0.3062,0.3628,0.3171,0.3854,0.3321
1876,01/10/22 02:30:00 PM,0.3649,0.000,56.035,75.900,44.310,44.173,56.469,55.690,0.3066,0.3622,0.3171,0.3854,0.3321
1877,01/10/22 03:00:00 PM,0.3643,0.000,53.908,77.800,44.310,44.263,54.604,53.166,0.3062,0.3628,0.3168,0.3847,0.3321
1878,01/10/22 03:30:00 PM,0.3643,0.000,52.947,81.300,44.310,44.400,53.908,51.940,0.3062,0.3628,0.3171,0.3854,0.3317
1879,01/10/22 04:00:00 PM,0.3638,0.000,52.903,83.000,44.355,44.492,53.559,52.509,0.3062,0.3622,0.3171,0.3847,0.3321
1880,01/10/22 04:30:00 PM,0.3628,0.000,51.809,85.600,44.355,44.627,52.335,51.413,0.3062,0.3622,0.3168,0.3847,0.3321
1881,01/10/22 05:00:00 PM,0.3628,0.000,47.422,89.000,44.310,44.674,47.602,47.154,0.3062,0.3622,0.3168,0.3840,0.3317
1882,01/10/22 05:30:00 PM,0.3628,0.000,45.851,91.400,44.263,44.719,46.931,45.669,0.3062,0.3622,0.3168,0.3840,0.3317
1883,01/10/22 06:00:00 PM,0.3622,0.000,45.399,91.500,44.263,44.809,47.199,45.036,0.3062,0.3622,0.3168,0.3840,0.3317
1884,01/10/22 06:30:00 PM,0.3628,0.000,45.354,91.600,44.310,44.901,47.109,44.946,0.3062,0.3622,0.3168,0.3840,0.3317
1885,01/10/22 07:00:00 PM,0.3628,0.000,44.901,91.800,44.310,44.946,46.661,44.809,0.3062,0.3622,0.3168,0.3840,0.3317
1886,01/10/22 07:30:00 PM,0.3616,0.000,44.218,92.000,44.263,44.946,45.714,43.900,0.3058,0.3622,0.3168,0.3840,0.3317
1887,01/10/22 08:00:00 PM,0.3622,0.000,44.492,92.500,44.263,44.946,46.121,44.127,0.3058,0.3616,0.3163,0.3840,0.3317
1888,01/10/22 08:30:00 PM,0.3622,0.000,45.217,91.800,44.263,44.991,46.076,44.627,0.3058,0.3616,0.3163,0.3834,0.3317
1889,01/10/22 09:00:00 PM,0.3611,0.000,46.256,92.200,44.263,44.991,47.602,45.489,0.3058,0.3616,0.3168,0.3840,0.3317
1890,01/10/22 09:30:00 PM,0.3616,0.000,45.941,91.600,44.263,45.036,46.661,45.534,0.3062,0.3616,0.3163,0.3840,0.3317
1891,01/10/22 10:00:00 PM,0.3616,0.000,44.856,92.700,44.263,45.036,45.624,44.674,0.3058,0.3616,0.3163,0.3834,0.3317
1892,01/10/22 10:30:00 PM,0.3611,0.000,45.354,93.300,44.263,45.036,46.661,44.901,0.3058,0.3616,0.3163,0.3834,0.3317
1893,01/10/22 11:00:00 PM,0.3611,0.000,46.796,91.500,44.263,45.036,47.781,46.166,0.3058,0.3616,0.3163,0.3834,0.3317
1894,01/10/22 11:30:00 PM,0.3600,0.000,47.871,89.500,44.263,45.036,49.161,46.931,0.3058,0.3611,0.3160,0.3834,0.3312
1895,01/11/22 12:00:00 AM,0.3600,0.000,47.736,88.600,44.310,45.082,48.717,46.931,0.3058,0.3611,0.3163,0.3829,0.3312
1896,01/11/22 12:30:00 AM,0.3600,0.000,45.761,90.700,44.263,45.082,46.211,45.444,0.3058,0.3611,0.3160,0.3829,0.3317
1897,01/11/22 01:00:00 AM,0.3590,0.000,43.945,92.400,44.310,45.082,44.400,43.763,0.3058,0.3605,0.3163,0.3829,0.3312
1898,01/11/22 01:30:00 AM,0.3594,0.000,43.716,93.900,44.310,45.127,44.173,43.579,0.3058,0.3605,0.3160,0.3829,0.3312
1899,01/11/22 02:00:00 AM,0.3594,0.000,44.127,94.700,44.310,45.127,44.901,43.853,0.3058,0.3605,0.3163,0.3822,0.3312
1900,01/11/22 02:30:00 AM,0.3590,0.000,44.674,94.700,44.310,45.127,45.941,44.400,0.3054,0.3605,0.3160,0.3822,0.3312
1901,01/11/22 03:00:00 AM,0.3590,0.000,44.582,94.200,44.310,45.127,45.534,44.310,0.3054,0.3600,0.3160,0.3822,0.3312
1902,01/11/22 03:30:00 AM,0.3578,0.000,46.076,93.200,44.310,45.172,47.109,45.669,0.3054,0.3600,0.3160,0.3822,0.3312
1903,01/11/22 04:00:00 AM,0.3590,0.000,45.669,92.500,44.310,45.172,46.256,45.399,0.3054,0.3600,0.3160,0.3822,0.3312
1904,01/11/22 04:30:00 AM,0.3584,0.000,44.901,93.500,44.310,45.217,45.489,44.809,0.3054,0.3605,0.3160,0.3816,0.3312
1905,01/11/22 05:00:00 AM,0.3584,0.000,44.856,94.800,44.310,45.217,45.444,44.809,0.3054,0.3600,0.3160,0.3816,0.3312
1906,01/11/22 05:30:00 AM,0.3590,0.000,45.761,94.800,44.310,45.217,47.064,44.991,0.3054,0.3605,0.3160,0.3811,0.3312
1907,01/11/22 06:00:00 AM,0.3578,0.000,46.661,92.500,44.310,45.217,47.871,45.761,0.3054,0.3605,0.3160,0.3816,0.3312
1908,01/11/22 06:30:00 AM,0.3584,0.000,46.751,91.200,44.310,45.262,48.094,46.121,0.3054,0.3600,0.3156,0.3816,0.3312
1909,01/11/22 07:00:00 AM,0.3584,0.000,46.886,90.600,44.310,45.262,48.004,46.211,0.3054,0.3600,0.3160,0.3816,0.3312
1910,01/11/22 07:30:00 AM,0.3578,0.000,48.094,89.600,44.355,45.307,49.204,47.019,0.3054,0.3600,0.3160,0.3816,0.3312
1911,01/11/22 08:00:00 AM,0.3578,0.000,47.244,89.900,44.355,45.307,48.360,46.661,0.3054,0.3600,0.3156,0.3811,0.3312
1912,01/11/22 08:30:00 AM,0.3568,0.000,47.377,90.700,44.400,45.354,48.538,46.796,0.3054,0.3594,0.3156,0.3816,0.3312
1913,01/11/22 09:00:00 AM,0.3578,0.000,47.647,91.100,44.400,45.399,48.360,47.289,0.3054,0.3594,0.3156,0.3804,0.3308
1914,01/11/22 09:30:00 AM,0.3578,0.000,48.182,92.800,44.445,45.444,49.338,47.647,0.3054,0.3594,0.3156,0.3804,0.3308
1915,01/11/22 10:00:00 AM,0.3578,0.000,49.161,92.100,44.445,45.489,49.737,48.805,0.3054,0.3594,0.3156,0.3804,0.3312
1916,01/11/22 10:30:00 AM,0.3573,0.000,49.737,92.200,44.445,45.534,50.752,49.383,0.3054,0.3590,0.3156,0.3804,0.3308
1917,01/11/22 11:00:00 AM,0.3568,0.000,51.458,90.700,44.445,45.579,51.809,51.105,0.3054,0.3590,0.3156,0.3798,0.3308
1918,01/11/22 11:30:00 AM,0.3573,0.000,54.343,84.000,44.492,45.624,54.865,53.776,0.3054,0.3590,0.3156,0.3798,0.3308
1919,01/11/22 12:00:00 PM,0.3578,0.000,56.772,81.300,44.492,45.669,57.117,56.383,0.3054,0.3590,0.3156,0.3798,0.3312
1920,01/11/22 12:30:00 PM,0.3573,0.000,57.204,79.000,44.492,45.761,57.506,56.642,0.3051,0.3584,0.3156,0.3798,0.3308
1921,01/11/22 01:00:00 PM,0.3573,0.000,56.079,84.400,44.492,45.851,56.340,56.340,0.3051,0.3584,0.3156,0.3798,0.3308
1922,01/11/22 01:30:00 PM,0.3563,0.000,54.169,87.800,44.492,45.941,54.343,54.126,0.3054,0.3584,0.3156,0.3793,0.3308
1923,01/11/22 02:00:00 PM,0.3568,0.000,53.994,87.800,44.537,46.031,53.865,54.255,0.3051,0.3590,0.3151,0.3798,0.3308
1924,01/11/22 02:30:00 PM,0.3568,0.000,55.125,88.000,44.537,46.166,55.472,55.342,0.3051,0.3584,0.3151,0.3793,0.3308
1925,01/11/22 03:00:00 PM,0.3557,0.000,53.515,88.100,44.537,46.211,53.559,53.602,0.3051,0.3584,0.3151,0.3793,0.3308
1926,01/11/22 03:30:00 PM,0.3563,0.000,52.509,90.700,44.537,46.346,52.686,52.378,0.3051,0.3584,0.3151,0.3787,0.3308
1927,01/11/22 04:00:00 PM,0.3557,0.000,51.370,92.200,44.537,46.436,51.501,51.193,0.3051,0.3584,0.3151,0.3787,0.3308
1928,01/11/22 04:30:00 PM,0.3553,0.000,49.204,92.600,44.537,46.481,49.825,49.161,0.3051,0.3584,0.3148,0.3787,0.3308
1929,01/11/22 05:00:00 PM,0.3553,0.000,48.182,92.800,44.537,46.571,48.538,48.094,0.3051,0.3584,0.3148,0.3780,0.3308
1930,01/11/22 05:30:00 PM,0.3553,0.000,46.031,93.600,44.492,46.616,46.751,45.851,0.3051,0.3578,0.3148,0.3787,0.3304
1931,01/11/22 06:00:00 PM,0.3547,0.000,46.706,94.300,44.492,46.661,47.736,46.391,0.3048,0.3578,0.3148,0.3780,0.3304
1932,01/11/22 06:30:00 PM,0.3553,0.000,46.661,94.200,44.492,46.706,47.691,46.391,0.3048,0.3578,0.3148,0.3780,0.3304
1933,01/11/22 07:00:00 PM,0.3542,0.000,46.346,94.900,44.537,46.751,47.377,46.211,0.3048,0.3578,0.3148,0.3775,0.3304
1934,01/11/22 07:30:00 PM,0.3542,0.000,48.004,93.600,44.537,46.751,49.383,47.602,0.3048,0.3578,0.3148,0.3780,0.3304
1935,01/11/22 08:00:00 PM,0.3547,0.000,47.691,91.900,44.537,46.796,48.583,47.154,0.3048,0.3573,0.3148,0.3775,0.3304
1936,01/11/22 08:30:00 PM,0.3537,0.000,46.886,91.600,44.537,46.796,47.781,46.436,0.3048,0.3578,0.3148,0.3775,0.3304
1937,01/11/22 09:00:00 PM,0.3537,0.000,46.211,92.200,44.537,46.796,47.422,45.806,0.3048,0.3578,0.3148,0.3769,0.3304
1938,01/11/22 09:30:00 PM,0.3542,0.000,46.526,92.000,44.582,46.796,47.647,46.031,0.3048,0.3573,0.3148,0.3769,0.3304
1939,01/11/22 10:00:00 PM,0.3537,0.000,46.121,92.400,44.582,46.796,47.064,45.714,0.3043,0.3573,0.3148,0.3775,0.3304
1940,01/11/22 10:30:00 PM,0.3537,0.000,46.436,92.000,44.582,46.796,47.647,45.851,0.3048,0.3573,0.3144,0.3769,0.3304
1941,01/11/22 11:00:00 PM,0.3537,0.000,46.661,90.800,44.582,46.796,47.736,46.166,0.3043,0.3573,0.3144,0.3769,0.3304
1942,01/11/22 11:30:00 PM,0.3537,0.000,48.004,89.800,44.627,46.841,49.737,47.109,0.3048,0.3573,0.3144,0.3769,0.3304
1943,01/12/22 12:00:00 AM,0.3526,0.000,48.450,87.500,44.582,46.796,50.047,47.781,0.3048,0.3573,0.3148,0.3769,0.3304
1944,01/12/22 12:30:00 AM,0.3537,0.000,47.914,87.800,44.627,46.796,48.895,47.467,0.3043,0.3573,0.3144,0.3762,0.3304
1945,01/12/22 01:00:00 AM,0.3531,0.000,48.538,87.200,44.627,46.796,49.782,47.914,0.3048,0.3573,0.3144,0.3769,0.3299
1946,01/12/22 01:30:00 AM,0.3526,0.000,47.602,89.600,44.627,46.796,48.137,47.244,0.3043,0.3568,0.3144,0.3762,0.3299
1947,01/12/22 02:00:00 AM,0.3531,0.000,45.624,92.100,44.627,46.841,46.211,45.579,0.3043,0.3568,0.3144,0.3762,0.3304
1948,01/12/22 02:30:00 AM,0.3531,0.000,46.661,89.400,44.674,46.841,48.004,45.941,0.3043,0.3568,0.3144,0.3762,0.3304
1949,01/12/22 03:00:00 AM,0.3531,0.000,44.719,91.000,44.674,46.841,45.399,44.627,0.3043,0.3568,0.3144,0.3762,0.3299
1950,01/12/22 03:30:00 AM,0.3531,0.000,44.492,89.600,44.674,46.841,45.399,44.173,0.3043,0.3568,0.3144,0.3758,0.3299
1951,01/12/22 04:00:00 AM,0.3521,0.000,43.534,92.200,44.627,46.796,44.674,43.443,0.3043,0.3568,0.3144,0.3758,0.3299
1952,01/12/22 04:30:00 AM,0.3526,0.000,43.853,92.300,44.627,46.796,44.492,43.624,0.3043,0.3568,0.3144,0.3762,0.3299
1953,01/12/22 05:00:00 AM,0.3521,0.000,42.755,92.400,44.674,46.796,43.624,42.570,0.3043,0.3568,0.3144,0.3758,0.3299
1954,01/12/22 05:30:00 AM,0.3521,0.000,43.716,92.800,44.674,46.751,45.579,43.351,0.3043,0.3568,0.3140,0.3758,0.3299
1955,01/12/22 06:00:00 AM,0.3526,0.000,42.294,90.300,44.674,46.751,42.800,41.925,0.3040,0.3568,0.3144,0.3758,0.3299
1956,01/12/22 06:30:00 AM,0.3516,0.000,41.463,91.600,44.674,46.706,42.525,41.184,0.3040,0.3568,0.3140,0.3751,0.3299
1957,01/12/22 07:00:00 AM,0.3516,0.000,40.998,92.800,44.719,46.706,42.109,40.719,0.3040,0.3568,0.3140,0.3751,0.3299
1958,01/12/22 07:30:00 AM,0.3521,0.000,40.811,93.400,44.719,46.706,41.787,40.626,0.3040,0.3568,0.3140,0.3751,0.3299
1959,01/12/22 08:00:00 AM,0.3516,0.000,39.924,94.100,44.719,46.661,40.719,39.877,0.3040,0.3563,0.3140,0.3746,0.3299
1960,01/12/22 08:30:00 AM,0.3521,0.000,40.345,94.600,44.764,46.661,41.416,40.064,0.3040,0.3568,0.3140,0.3758,0.3299
1961,01/12/22 09:00:00 AM,0.3516,0.000,42.708,94.700,44.809,46.661,44.082,42.341,0.3040,0.3563,0.3140,0.3758,0.3299
1962,01/12/22 09:30:00 AM,0.3521,0.000,45.217,94.200,44.809,46.661,46.166,44.719,0.3040,0.3563,0.3140,0.3758,0.3299
1963,01/12/22 10:00:00 AM,0.3521,0.000,48.938,92.500,44.809,46.661,50.488,48.227,0.3040,0.3568,0.3140,0.3751,0.3299
1964,01/12/22 10:30:00 AM,0.3521,0.000,54.255,83.700,44.856,46.661,54.777,54.037,0.3040,0.3563,0.3136,0.3758,0.3299
1965,01/12/22 11:00:00 AM,0.3521,0.000,53.472,83.700,44.856,46.661,53.559,53.602,0.3040,0.3563,0.3140,0.3751,0.3299
1966,01/12/22 11:30:00 AM,0.3516,0.000,53.690,86.700,44.856,46.706,53.690,54.300,0.3040,0.3563,0.3140,0.3758,0.3299
1967,01/12/22 12:00:00 PM,0.3516,0.000,53.733,84.000,44.901,46.751,53.472,53.733,0.3040,0.3557,0.3136,0.3751,0.3299
1968,01/12/22 12:30:00 PM,0.3516,0.000,52.160,85.000,44.901,46.796,52.335,52.641,0.3040,0.3557,0.3136,0.3751,0.3295
1969,01/12/22 01:00:00 PM,0.3511,0.000,56.556,76.800,44.901,46.886,57.290,55.472,0.3040,0.3557,0.3140,0.3751,0.3299
1970,01/12/22 01:30:00 PM,0.3516,0.000,54.648,76.300,44.901,46.974,54.952,54.300,0.3040,0.3557,0.3136,0.3751,0.3299
1971,01/12/22 02:00:00 PM,0.3511,0.000,54.909,74.900,44.946,47.019,55.386,54.952,0.3037,0.3557,0.3133,0.3751,0.3295
1972,01/12/22 02:30:00 PM,0.3500,0.000,55.125,76.700,44.946,47.109,55.647,55.038,0.3037,0.3557,0.3133,0.3751,0.3295
1973,01/12/22 03:00:00 PM,0.3506,0.000,53.121,81.800,44.946,47.199,53.733,52.509,0.3037,0.3553,0.3136,0.3746,0.3295
