"Plot Title: slicesm"
"#","Date Time, GMT-08:00","Water Content, m³/m³ (LGR S/N: 21186454, SEN S/N: 21336768, LBL: 100)","Water Content, m³/m³ (LGR S/N: 21186454, SEN S/N: 21336769, LBL: 100)","Water Content, m³/m³ (LGR S/N: 21186454, SEN S/N: 21336774, LBL: 20)","Water Content, m³/m³ (LGR S/N: 21186454, SEN S/N: 21336781, LBL: 20)"
5123,07/09/22 06:00:01 PM,0.3688,0.3775,0.3978,0.3655
5124,07/09/22 06:30:01 PM,0.3688,0.3769,0.3978,0.3655
5125,07/09/22 07:00:01 PM,0.3688,0.3775,0.3978,0.3655
5126,07/09/22 07:30:01 PM,0.3688,0.3769,0.3985,0.3660
5127,07/09/22 08:00:01 PM,0.3688,0.3769,0.3978,0.3655
5128,07/09/22 08:30:01 PM,0.3688,0.3762,0.3985,0.3655
5129,07/09/22 09:00:01 PM,0.3688,0.3769,0.3985,0.3649
5130,07/09/22 09:30:01 PM,0.3688,0.3769,0.3978,0.3655
5131,07/09/22 10:00:01 PM,0.3688,0.3769,0.3978,0.3655
5132,07/09/22 10:30:01 PM,0.3688,0.3762,0.3978,0.3655
5133,07/09/22 11:00:01 PM,0.3688,0.3769,0.3971,0.3655
5134,07/09/22 11:30:01 PM,0.3688,0.3769,0.3971,0.3655
5135,07/10/22 12:00:01 AM,0.3688,0.3769,0.3971,0.3655
5136,07/10/22 12:30:01 AM,0.3688,0.3769,0.3978,0.3649
5137,07/10/22 01:00:01 AM,0.3688,0.3769,0.3978,0.3649
5138,07/10/22 01:30:01 AM,0.3683,0.3769,0.3971,0.3649
5139,07/10/22 02:00:01 AM,0.3688,0.3769,0.3971,0.3649
5140,07/10/22 02:30:01 AM,0.3683,0.3769,0.3978,0.3649
5141,07/10/22 03:00:01 AM,0.3688,0.3769,0.3978,0.3649
5142,07/10/22 03:30:01 AM,0.3688,0.3769,0.3971,0.3649
5143,07/10/22 04:00:01 AM,0.3688,0.3769,0.3971,0.3649
5144,07/10/22 04:30:01 AM,0.3688,0.3762,0.3971,0.3649
5145,07/10/22 05:00:01 AM,0.3688,0.3762,0.3971,0.3649
5146,07/10/22 05:30:01 AM,0.3688,0.3762,0.3978,0.3649
5147,07/10/22 06:00:01 AM,0.3688,0.3769,0.3971,0.3649
5148,07/10/22 06:30:01 AM,0.3688,0.3762,0.3971,0.3649
5149,07/10/22 07:00:01 AM,0.3688,0.3762,0.3978,0.3649
5150,07/10/22 07:30:01 AM,0.3688,0.3762,0.3971,0.3649
5151,07/10/22 08:00:01 AM,0.3688,0.3762,0.3978,0.3643
5152,07/10/22 08:30:01 AM,0.3688,0.3769,0.3971,0.3655
5153,07/10/22 09:00:01 AM,0.3688,0.3769,0.3971,0.3655
5154,07/10/22 09:30:01 AM,0.3688,0.3769,0.3978,0.3649
5155,07/10/22 10:00:01 AM,0.3688,0.3762,0.3978,0.3649
5156,07/10/22 10:30:01 AM,0.3688,0.3762,0.3971,0.3649
5157,07/10/22 11:00:01 AM,0.3683,0.3769,0.3978,0.3655
5158,07/10/22 11:30:01 AM,0.3683,0.3769,0.3971,0.3649
5159,07/10/22 12:00:01 PM,0.3688,0.3762,0.3978,0.3649
5160,07/10/22 12:30:01 PM,0.3683,0.3769,0.3971,0.3649
5161,07/10/22 01:00:01 PM,0.3683,0.3762,0.3971,0.3649
5162,07/10/22 01:30:01 PM,0.3683,0.3769,0.3978,0.3649
5163,07/10/22 02:00:01 PM,0.3683,0.3769,0.3971,0.3649
5164,07/10/22 02:30:01 PM,0.3683,0.3762,0.3971,0.3649
5165,07/10/22 03:00:01 PM,0.3683,0.3762,0.3978,0.3649
5166,07/10/22 03:30:01 PM,0.3683,0.3762,0.3978,0.3649
5167,07/10/22 04:00:01 PM,0.3677,0.3762,0.3978,0.3649
5168,07/10/22 04:30:01 PM,0.3683,0.3769,0.3971,0.3649
5169,07/10/22 05:00:01 PM,0.3677,0.3762,0.3971,0.3649
5170,07/10/22 05:30:01 PM,0.3677,0.3769,0.3978,0.3649
5171,07/10/22 06:00:01 PM,0.3677,0.3762,0.3971,0.3649
5172,07/10/22 06:30:01 PM,0.3677,0.3762,0.3971,0.3649
5173,07/10/22 07:00:01 PM,0.3677,0.3762,0.3971,0.3649
5174,07/10/22 07:30:01 PM,0.3677,0.3762,0.3964,0.3643
5175,07/10/22 08:00:01 PM,0.3677,0.3758,0.3971,0.3649
5176,07/10/22 08:30:01 PM,0.3677,0.3762,0.3971,0.3649
5177,07/10/22 09:00:01 PM,0.3677,0.3762,0.3971,0.3649
5178,07/10/22 09:30:01 PM,0.3677,0.3758,0.3964,0.3643
5179,07/10/22 10:00:01 PM,0.3677,0.3762,0.3964,0.3649
5180,07/10/22 10:30:01 PM,0.3677,0.3758,0.3964,0.3649
5181,07/10/22 11:00:01 PM,0.3677,0.3758,0.3971,0.3649
5182,07/10/22 11:30:01 PM,0.3677,0.3762,0.3971,0.3643
5183,07/11/22 12:00:01 AM,0.3677,0.3762,0.3964,0.3649
5184,07/11/22 12:30:01 AM,0.3677,0.3758,0.3971,0.3649
5185,07/11/22 01:00:01 AM,0.3677,0.3758,0.3964,0.3649
5186,07/11/22 01:30:01 AM,0.3677,0.3762,0.3964,0.3649
5187,07/11/22 02:00:01 AM,0.3677,0.3762,0.3964,0.3649
5188,07/11/22 02:30:01 AM,0.3677,0.3758,0.3964,0.3643
5189,07/11/22 03:00:01 AM,0.3677,0.3762,0.3964,0.3649
5190,07/11/22 03:30:01 AM,0.3677,0.3762,0.3964,0.3649
5191,07/11/22 04:00:01 AM,0.3677,0.3762,0.3971,0.3649
5192,07/11/22 04:30:01 AM,0.3677,0.3758,0.3964,0.3649
5193,07/11/22 05:00:01 AM,0.3677,0.3758,0.3964,0.3643
5194,07/11/22 05:30:01 AM,0.3677,0.3762,0.3964,0.3643
5195,07/11/22 06:00:01 AM,0.3677,0.3762,0.3964,0.3643
5196,07/11/22 06:30:01 AM,0.3677,0.3762,0.3971,0.3643
5197,07/11/22 07:00:01 AM,0.3677,0.3758,0.3964,0.3643
5198,07/11/22 07:30:01 AM,0.3677,0.3762,0.3964,0.3643
5199,07/11/22 08:00:01 AM,0.3677,0.3758,0.3964,0.3649
5200,07/11/22 08:30:01 AM,0.3677,0.3762,0.3964,0.3649
5201,07/11/22 09:00:01 AM,0.3671,0.3758,0.3971,0.3643
5202,07/11/22 09:30:01 AM,0.3677,0.3762,0.3964,0.3643
5203,07/11/22 10:00:01 AM,0.3677,0.3758,0.3964,0.3649
5204,07/11/22 10:30:01 AM,0.3671,0.3762,0.3971,0.3643
5205,07/11/22 11:00:01 AM,0.3677,0.3762,0.3971,0.3643
5206,07/11/22 11:30:01 AM,0.3671,0.3758,0.3964,0.3643
5207,07/11/22 12:00:01 PM,0.3671,0.3758,0.3971,0.3643
5208,07/11/22 12:30:01 PM,0.3671,0.3758,0.3971,0.3643
5209,07/11/22 01:00:01 PM,0.3671,0.3762,0.3971,0.3643
5210,07/11/22 01:30:01 PM,0.3671,0.3762,0.3964,0.3643
5211,07/11/22 02:00:01 PM,0.3671,0.3758,0.3971,0.3643
5212,07/11/22 02:30:01 PM,0.3671,0.3758,0.3964,0.3643
5213,07/11/22 03:00:01 PM,0.3671,0.3758,0.3964,0.3643
5214,07/11/22 03:30:01 PM,0.3671,0.3758,0.3964,0.3643
5215,07/11/22 04:00:01 PM,0.3666,0.3751,0.3971,0.3643
5216,07/11/22 04:30:01 PM,0.3666,0.3758,0.3964,0.3643
5217,07/11/22 05:00:01 PM,0.3666,0.3758,0.3964,0.3643
5218,07/11/22 05:30:01 PM,0.3666,0.3758,0.3964,0.3643
5219,07/11/22 06:00:01 PM,0.3666,0.3758,0.3971,0.3643
5220,07/11/22 06:30:01 PM,0.3666,0.3758,0.3964,0.3643
5221,07/11/22 07:00:01 PM,0.3666,0.3751,0.3964,0.3643
5222,07/11/22 07:30:01 PM,0.3666,0.3758,0.3964,0.3643
5223,07/11/22 08:00:01 PM,0.3666,0.3751,0.3964,0.3643
5224,07/11/22 08:30:01 PM,0.3666,0.3751,0.3964,0.3643
5225,07/11/22 09:00:01 PM,0.3666,0.3751,0.3959,0.3643
5226,07/11/22 09:30:01 PM,0.3666,0.3751,0.3959,0.3643
5227,07/11/22 10:00:01 PM,0.3666,0.3758,0.3964,0.3643
5228,07/11/22 10:30:01 PM,0.3666,0.3751,0.3964,0.3643
5229,07/11/22 11:00:01 PM,0.3666,0.3758,0.3964,0.3643
5230,07/11/22 11:30:01 PM,0.3666,0.3751,0.3959,0.3643
5231,07/12/22 12:00:01 AM,0.3666,0.3751,0.3964,0.3643
5232,07/12/22 12:30:01 AM,0.3666,0.3758,0.3959,0.3643
5233,07/12/22 01:00:01 AM,0.3666,0.3758,0.3959,0.3643
5234,07/12/22 01:30:01 AM,0.3666,0.3758,0.3959,0.3643
5235,07/12/22 02:00:01 AM,0.3666,0.3751,0.3959,0.3643
5236,07/12/22 02:30:01 AM,0.3666,0.3758,0.3964,0.3643
5237,07/12/22 03:00:01 AM,0.3660,0.3751,0.3959,0.3643
5238,07/12/22 03:30:01 AM,0.3666,0.3758,0.3959,0.3643
5239,07/12/22 04:00:01 AM,0.3666,0.3751,0.3964,0.3638
5240,07/12/22 04:30:01 AM,0.3666,0.3758,0.3964,0.3643
5241,07/12/22 05:00:01 AM,0.3666,0.3758,0.3959,0.3643
5242,07/12/22 05:30:01 AM,0.3666,0.3758,0.3959,0.3643
5243,07/12/22 06:00:01 AM,0.3666,0.3751,0.3959,0.3638
5244,07/12/22 06:30:01 AM,0.3666,0.3751,0.3959,0.3643
5245,07/12/22 07:00:01 AM,0.3666,0.3758,0.3964,0.3638
5246,07/12/22 07:30:01 AM,0.3666,0.3751,0.3959,0.3638
5247,07/12/22 08:00:01 AM,0.3666,0.3751,0.3959,0.3643
5248,07/12/22 08:30:01 AM,0.3666,0.3751,0.3964,0.3638
5249,07/12/22 09:00:01 AM,0.3666,0.3758,0.3964,0.3643
5250,07/12/22 09:30:01 AM,0.3666,0.3751,0.3964,0.3638
5251,07/12/22 10:00:01 AM,0.3666,0.3751,0.3964,0.3643
5252,07/12/22 10:30:01 AM,0.3666,0.3758,0.3959,0.3638
5253,07/12/22 11:00:01 AM,0.3666,0.3758,0.3964,0.3638
5254,07/12/22 11:30:01 AM,0.3666,0.3751,0.3964,0.3638
5255,07/12/22 12:00:01 PM,0.3666,0.3758,0.3959,0.3638
5256,07/12/22 12:30:01 PM,0.3666,0.3751,0.3964,0.3638
5257,07/12/22 01:00:01 PM,0.3666,0.3751,0.3964,0.3638
5258,07/12/22 01:30:01 PM,0.3660,0.3751,0.3959,0.3638
5259,07/12/22 02:00:01 PM,0.3660,0.3758,0.3959,0.3638
5260,07/12/22 02:30:01 PM,0.3660,0.3758,0.3959,0.3638
5261,07/12/22 03:00:01 PM,0.3660,0.3758,0.3959,0.3638
5262,07/12/22 03:30:01 PM,0.3660,0.3758,0.3964,0.3638
5263,07/12/22 04:00:01 PM,0.3660,0.3758,0.3964,0.3638
5264,07/12/22 04:30:01 PM,0.3660,0.3758,0.3959,0.3638
5265,07/12/22 05:00:01 PM,0.3660,0.3758,0.3959,0.3638
5266,07/12/22 05:30:01 PM,0.3660,0.3751,0.3952,0.3638
5267,07/12/22 06:00:01 PM,0.3655,0.3751,0.3959,0.3638
5268,07/12/22 06:30:01 PM,0.3655,0.3751,0.3964,0.3638
5269,07/12/22 07:00:01 PM,0.3655,0.3751,0.3959,0.3638
5270,07/12/22 07:30:01 PM,0.3655,0.3751,0.3959,0.3638
5271,07/12/22 08:00:01 PM,0.3655,0.3751,0.3964,0.3638
5272,07/12/22 08:30:01 PM,0.3655,0.3746,0.3959,0.3638
5273,07/12/22 09:00:01 PM,0.3655,0.3751,0.3959,0.3638
5274,07/12/22 09:30:01 PM,0.3655,0.3751,0.3959,0.3638
5275,07/12/22 10:00:01 PM,0.3655,0.3751,0.3959,0.3638
5276,07/12/22 10:30:01 PM,0.3655,0.3746,0.3952,0.3638
5277,07/12/22 11:00:01 PM,0.3655,0.3746,0.3959,0.3638
5278,07/12/22 11:30:01 PM,0.3655,0.3751,0.3959,0.3638
5279,07/13/22 12:00:01 AM,0.3655,0.3746,0.3952,0.3632
5280,07/13/22 12:30:01 AM,0.3655,0.3751,0.3959,0.3638
5281,07/13/22 01:00:01 AM,0.3655,0.3751,0.3952,0.3632
5282,07/13/22 01:30:01 AM,0.3655,0.3751,0.3959,0.3632
5283,07/13/22 02:00:01 AM,0.3655,0.3746,0.3959,0.3632
5284,07/13/22 02:30:01 AM,0.3655,0.3746,0.3959,0.3638
5285,07/13/22 03:00:01 AM,0.3655,0.3746,0.3952,0.3638
5286,07/13/22 03:30:01 AM,0.3655,0.3751,0.3952,0.3638
5287,07/13/22 04:00:01 AM,0.3655,0.3746,0.3959,0.3638
5288,07/13/22 04:30:01 AM,0.3660,0.3751,0.3952,0.3632
5289,07/13/22 05:00:01 AM,0.3655,0.3746,0.3959,0.3632
5290,07/13/22 05:30:01 AM,0.3655,0.3751,0.3952,0.3632
5291,07/13/22 06:00:01 AM,0.3655,0.3751,0.3959,0.3632
5292,07/13/22 06:30:01 AM,0.3655,0.3751,0.3952,0.3638
5293,07/13/22 07:00:01 AM,0.3655,0.3746,0.3952,0.3632
5294,07/13/22 07:30:01 AM,0.3655,0.3751,0.3952,0.3638
5295,07/13/22 08:00:01 AM,0.3655,0.3751,0.3952,0.3632
5296,07/13/22 08:30:01 AM,0.3655,0.3751,0.3959,0.3632
5297,07/13/22 09:00:01 AM,0.3655,0.3746,0.3952,0.3632
5298,07/13/22 09:30:01 AM,0.3655,0.3746,0.3952,0.3632
5299,07/13/22 10:00:01 AM,0.3655,0.3746,0.3959,0.3638
5300,07/13/22 10:30:01 AM,0.3655,0.3746,0.3959,0.3638
5301,07/13/22 11:00:01 AM,0.3649,0.3751,0.3959,0.3632
5302,07/13/22 11:30:01 AM,0.3655,0.3751,0.3952,0.3638
5303,07/13/22 12:00:01 PM,0.3655,0.3751,0.3952,0.3638
5304,07/13/22 12:30:01 PM,0.3655,0.3746,0.3959,0.3632
5305,07/13/22 01:00:01 PM,0.3649,0.3746,0.3959,0.3632
5306,07/13/22 01:30:01 PM,0.3649,0.3751,0.3959,0.3632
5307,07/13/22 02:00:01 PM,0.3649,0.3746,0.3959,0.3632
5308,07/13/22 02:30:01 PM,0.3649,0.3751,0.3952,0.3632
5309,07/13/22 03:00:01 PM,0.3649,0.3746,0.3952,0.3632
5310,07/13/22 03:30:01 PM,0.3649,0.3746,0.3952,0.3632
5311,07/13/22 04:00:01 PM,0.3649,0.3746,0.3952,0.3632
5312,07/13/22 04:30:01 PM,0.3643,0.3740,0.3959,0.3632
5313,07/13/22 05:00:01 PM,0.3643,0.3746,0.3959,0.3632
5314,07/13/22 05:30:01 PM,0.3643,0.3746,0.3952,0.3632
5315,07/13/22 06:00:01 PM,0.3643,0.3740,0.3952,0.3632
5316,07/13/22 06:30:01 PM,0.3643,0.3740,0.3952,0.3628
5317,07/13/22 07:00:01 PM,0.3643,0.3746,0.3952,0.3632
5318,07/13/22 07:30:01 PM,0.3643,0.3740,0.3952,0.3632
5319,07/13/22 08:00:01 PM,0.3643,0.3746,0.3946,0.3632
5320,07/13/22 08:30:01 PM,0.3643,0.3746,0.3952,0.3632
5321,07/13/22 09:00:01 PM,0.3643,0.3740,0.3959,0.3632
5322,07/13/22 09:30:01 PM,0.3643,0.3734,0.3959,0.3628
5323,07/13/22 10:00:01 PM,0.3638,0.3746,0.3959,0.3632
5324,07/13/22 10:30:01 PM,0.3638,0.3740,0.3952,0.3632
5325,07/13/22 11:00:01 PM,0.3643,0.3740,0.3959,0.3632
5326,07/13/22 11:30:01 PM,0.3638,0.3740,0.3959,0.3632
5327,07/14/22 12:00:01 AM,0.3638,0.3746,0.3959,0.3632
5328,07/14/22 12:30:01 AM,0.3643,0.3746,0.3952,0.3632
5329,07/14/22 01:00:01 AM,0.3643,0.3740,0.3952,0.3628
5330,07/14/22 01:30:01 AM,0.3643,0.3740,0.3946,0.3628
5331,07/14/22 02:00:01 AM,0.3638,0.3740,0.3959,0.3628
5332,07/14/22 02:30:01 AM,0.3638,0.3740,0.3952,0.3628
5333,07/14/22 03:00:01 AM,0.3643,0.3740,0.3946,0.3628
5334,07/14/22 03:30:01 AM,0.3638,0.3740,0.3946,0.3628
5335,07/14/22 04:00:01 AM,0.3643,0.3746,0.3952,0.3628
5336,07/14/22 04:30:01 AM,0.3638,0.3740,0.3952,0.3628
5337,07/14/22 05:00:01 AM,0.3638,0.3740,0.3952,0.3628
5338,07/14/22 05:30:01 AM,0.3638,0.3740,0.3952,0.3628
5339,07/14/22 06:00:01 AM,0.3638,0.3740,0.3946,0.3628
5340,07/14/22 06:30:01 AM,0.3638,0.3734,0.3952,0.3622
5341,07/14/22 07:00:01 AM,0.3638,0.3740,0.3946,0.3622
5342,07/14/22 07:30:01 AM,0.3638,0.3734,0.3946,0.3622
5343,07/14/22 08:00:01 AM,0.3638,0.3740,0.3952,0.3632
5344,07/14/22 08:30:01 AM,0.3638,0.3740,0.3952,0.3632
5345,07/14/22 09:00:01 AM,0.3638,0.3740,0.3952,0.3632
5346,07/14/22 09:30:01 AM,0.3638,0.3734,0.3952,0.3632
5347,07/14/22 10:00:01 AM,0.3638,0.3734,0.3952,0.3628
5348,07/14/22 10:30:01 AM,0.3638,0.3734,0.3952,0.3628
5349,07/14/22 11:00:01 AM,0.3638,0.3734,0.3952,0.3632
5350,07/14/22 11:30:01 AM,0.3638,0.3734,0.3946,0.3628
5351,07/14/22 12:00:01 PM,0.3638,0.3740,0.3952,0.3628
5352,07/14/22 12:30:01 PM,0.3638,0.3740,0.3946,0.3628
5353,07/14/22 01:00:01 PM,0.3632,0.3734,0.3946,0.3628
5354,07/14/22 01:30:01 PM,0.3632,0.3740,0.3946,0.3628
5355,07/14/22 02:00:01 PM,0.3632,0.3734,0.3946,0.3628
5356,07/14/22 02:30:01 PM,0.3632,0.3734,0.3952,0.3632
5357,07/14/22 03:00:01 PM,0.3632,0.3734,0.3952,0.3628
5358,07/14/22 03:30:01 PM,0.3632,0.3734,0.3952,0.3628
5359,07/14/22 04:00:01 PM,0.3632,0.3734,0.3952,0.3628
5360,07/14/22 04:30:01 PM,0.3632,0.3734,0.3952,0.3628
5361,07/14/22 05:00:01 PM,0.3628,0.3734,0.3946,0.3628
5362,07/14/22 05:30:01 PM,0.3628,0.3729,0.3952,0.3628
5363,07/14/22 06:00:01 PM,0.3628,0.3729,0.3946,0.3628
5364,07/14/22 06:30:01 PM,0.3628,0.3734,0.3946,0.3628
5365,07/14/22 07:00:01 PM,0.3628,0.3734,0.3946,0.3628
5366,07/14/22 07:30:01 PM,0.3628,0.3729,0.3952,0.3628
5367,07/14/22 08:00:01 PM,0.3628,0.3734,0.3952,0.3628
5368,07/14/22 08:30:01 PM,0.3628,0.3729,0.3952,0.3628
5369,07/14/22 09:00:01 PM,0.3628,0.3729,0.3946,0.3628
5370,07/14/22 09:30:01 PM,0.3628,0.3729,0.3952,0.3622
5371,07/14/22 10:00:01 PM,0.3628,0.3729,0.3952,0.3628
5372,07/14/22 10:30:01 PM,0.3628,0.3729,0.3952,0.3628
5373,07/14/22 11:00:01 PM,0.3628,0.3729,0.3952,0.3628
5374,07/14/22 11:30:01 PM,0.3628,0.3729,0.3946,0.3628
5375,07/15/22 12:00:01 AM,0.3628,0.3734,0.3946,0.3628
5376,07/15/22 12:30:01 AM,0.3628,0.3729,0.3946,0.3622
5377,07/15/22 01:00:01 AM,0.3628,0.3722,0.3952,0.3622
5378,07/15/22 01:30:01 AM,0.3628,0.3729,0.3952,0.3622
5379,07/15/22 02:00:01 AM,0.3622,0.3729,0.3952,0.3622
5380,07/15/22 02:30:01 AM,0.3628,0.3729,0.3946,0.3622
5381,07/15/22 03:00:01 AM,0.3628,0.3729,0.3952,0.3622
5382,07/15/22 03:30:01 AM,0.3628,0.3734,0.3952,0.3622
5383,07/15/22 04:00:01 AM,0.3628,0.3729,0.3946,0.3622
5384,07/15/22 04:30:01 AM,0.3622,0.3729,0.3952,0.3622
5385,07/15/22 05:00:01 AM,0.3628,0.3729,0.3939,0.3622
5386,07/15/22 05:30:01 AM,0.3628,0.3722,0.3939,0.3622
5387,07/15/22 06:00:01 AM,0.3628,0.3729,0.3952,0.3622
5388,07/15/22 06:30:01 AM,0.3628,0.3729,0.3946,0.3622
5389,07/15/22 07:00:01 AM,0.3628,0.3729,0.3946,0.3622
5390,07/15/22 07:30:01 AM,0.3628,0.3729,0.3952,0.3622
5391,07/15/22 08:00:01 AM,0.3628,0.3729,0.3946,0.3622
5392,07/15/22 08:30:01 AM,0.3628,0.3729,0.3946,0.3622
5393,07/15/22 09:00:01 AM,0.3628,0.3729,0.3952,0.3628
5394,07/15/22 09:30:01 AM,0.3628,0.3729,0.3939,0.3628
5395,07/15/22 10:00:01 AM,0.3628,0.3729,0.3952,0.3628
5396,07/15/22 10:30:01 AM,0.3622,0.3722,0.3952,0.3628
5397,07/15/22 11:00:01 AM,0.3628,0.3729,0.3946,0.3622
5398,07/15/22 11:30:01 AM,0.3622,0.3722,0.3946,0.3628
5399,07/15/22 12:00:01 PM,0.3622,0.3722,0.3939,0.3628
5400,07/15/22 12:30:01 PM,0.3622,0.3729,0.3946,0.3628
5401,07/15/22 01:00:01 PM,0.3622,0.3722,0.3939,0.3628
5402,07/15/22 01:30:01 PM,0.3622,0.3722,0.3946,0.3628
5403,07/15/22 02:00:01 PM,0.3622,0.3729,0.3946,0.3622
5404,07/15/22 02:30:01 PM,0.3622,0.3722,0.3946,0.3628
5405,07/15/22 03:00:01 PM,0.3616,0.3729,0.3946,0.3622
5406,07/15/22 03:30:01 PM,0.3616,0.3729,0.3939,0.3622
5407,07/15/22 04:00:01 PM,0.3616,0.3722,0.3946,0.3622
5408,07/15/22 04:30:01 PM,0.3616,0.3722,0.3939,0.3628
5409,07/15/22 05:00:01 PM,0.3616,0.3722,0.3939,0.3622
5410,07/15/22 05:30:01 PM,0.3616,0.3722,0.3939,0.3622
5411,07/15/22 06:00:01 PM,0.3616,0.3722,0.3946,0.3628
5412,07/15/22 06:30:01 PM,0.3611,0.3722,0.3946,0.3622
5413,07/15/22 07:00:01 PM,0.3611,0.3716,0.3946,0.3628
5414,07/15/22 07:30:01 PM,0.3611,0.3722,0.3939,0.3622
5415,07/15/22 08:00:01 PM,0.3611,0.3716,0.3946,0.3628
5416,07/15/22 08:30:01 PM,0.3611,0.3716,0.3946,0.3622
5417,07/15/22 09:00:01 PM,0.3611,0.3722,0.3939,0.3622
5418,07/15/22 09:30:01 PM,0.3611,0.3716,0.3946,0.3622
5419,07/15/22 10:00:01 PM,0.3611,0.3716,0.3939,0.3622
5420,07/15/22 10:30:01 PM,0.3611,0.3711,0.3946,0.3622
5421,07/15/22 11:00:01 PM,0.3611,0.3716,0.3946,0.3622
5422,07/15/22 11:30:01 PM,0.3611,0.3716,0.3939,0.3628
5423,07/16/22 12:00:01 AM,0.3611,0.3716,0.3946,0.3628
5424,07/16/22 12:30:01 AM,0.3611,0.3722,0.3946,0.3622
5425,07/16/22 01:00:01 AM,0.3611,0.3722,0.3939,0.3628
5426,07/16/22 01:30:01 AM,0.3611,0.3722,0.3939,0.3622
5427,07/16/22 02:00:01 AM,0.3611,0.3716,0.3939,0.3622
5428,07/16/22 02:30:01 AM,0.3611,0.3722,0.3946,0.3622
5429,07/16/22 03:00:01 AM,0.3611,0.3716,0.3934,0.3622
5430,07/16/22 03:30:01 AM,0.3611,0.3722,0.3939,0.3622
5431,07/16/22 04:00:01 AM,0.3611,0.3716,0.3946,0.3622
5432,07/16/22 04:30:01 AM,0.3611,0.3722,0.3946,0.3622
5433,07/16/22 05:00:01 AM,0.3611,0.3716,0.3946,0.3622
5434,07/16/22 05:30:01 AM,0.3611,0.3722,0.3939,0.3622
5435,07/16/22 06:00:01 AM,0.3611,0.3722,0.3946,0.3622
5436,07/16/22 06:30:01 AM,0.3611,0.3716,0.3939,0.3622
5437,07/16/22 07:00:01 AM,0.3611,0.3716,0.3946,0.3622
5438,07/16/22 07:30:01 AM,0.3611,0.3716,0.3946,0.3616
5439,07/16/22 08:00:01 AM,0.3611,0.3716,0.3946,0.3622
5440,07/16/22 08:30:01 AM,0.3611,0.3722,0.3939,0.3622
5441,07/16/22 09:00:01 AM,0.3611,0.3716,0.3939,0.3622
5442,07/16/22 09:30:01 AM,0.3611,0.3716,0.3939,0.3622
5443,07/16/22 10:00:01 AM,0.3611,0.3722,0.3946,0.3622
5444,07/16/22 10:30:01 AM,0.3611,0.3716,0.3939,0.3622
5445,07/16/22 11:00:01 AM,0.3611,0.3716,0.3946,0.3622
5446,07/16/22 11:30:01 AM,0.3611,0.3716,0.3946,0.3622
5447,07/16/22 12:00:01 PM,0.3611,0.3722,0.3946,0.3622
5448,07/16/22 12:30:01 PM,0.3611,0.3716,0.3939,0.3622
5449,07/16/22 01:00:01 PM,0.3611,0.3716,0.3939,0.3622
5450,07/16/22 01:30:01 PM,0.3611,0.3716,0.3946,0.3616
5451,07/16/22 02:00:01 PM,0.3605,0.3716,0.3939,0.3628
5452,07/16/22 02:30:01 PM,0.3605,0.3711,0.3939,0.3622
5453,07/16/22 03:00:01 PM,0.3605,0.3716,0.3939,0.3616
5454,07/16/22 03:30:01 PM,0.3605,0.3716,0.3939,0.3622
5455,07/16/22 04:00:01 PM,0.3611,0.3716,0.3946,0.3622
5456,07/16/22 04:30:01 PM,0.3605,0.3711,0.3939,0.3622
5457,07/16/22 05:00:01 PM,0.3605,0.3711,0.3946,0.3622
5458,07/16/22 05:30:01 PM,0.3605,0.3711,0.3939,0.3622
5459,07/16/22 06:00:01 PM,0.3605,0.3716,0.3939,0.3622
5460,07/16/22 06:30:01 PM,0.3605,0.3716,0.3939,0.3622
5461,07/16/22 07:00:01 PM,0.3605,0.3716,0.3939,0.3622
5462,07/16/22 07:30:01 PM,0.3605,0.3711,0.3939,0.3622
5463,07/16/22 08:00:01 PM,0.3605,0.3711,0.3939,0.3622
5464,07/16/22 08:30:01 PM,0.3605,0.3711,0.3939,0.3622
5465,07/16/22 09:00:01 PM,0.3600,0.3711,0.3946,0.3622
5466,07/16/22 09:30:01 PM,0.3605,0.3716,0.3939,0.3622
5467,07/16/22 10:00:01 PM,0.3600,0.3711,0.3934,0.3622
5468,07/16/22 10:30:01 PM,0.3600,0.3716,0.3939,0.3622
5469,07/16/22 11:00:01 PM,0.3600,0.3716,0.3939,0.3616
5470,07/16/22 11:30:01 PM,0.3605,0.3711,0.3939,0.3616
5471,07/17/22 12:00:01 AM,0.3600,0.3716,0.3939,0.3622
5472,07/17/22 12:30:01 AM,0.3605,0.3711,0.3939,0.3622
5473,07/17/22 01:00:01 AM,0.3600,0.3711,0.3939,0.3622
5474,07/17/22 01:30:01 AM,0.3600,0.3711,0.3946,0.3622
5475,07/17/22 02:00:01 AM,0.3600,0.3711,0.3939,0.3622
5476,07/17/22 02:30:01 AM,0.3600,0.3711,0.3939,0.3622
5477,07/17/22 03:00:01 AM,0.3600,0.3711,0.3939,0.3616
5478,07/17/22 03:30:01 AM,0.3600,0.3711,0.3946,0.3622
5479,07/17/22 04:00:01 AM,0.3600,0.3711,0.3946,0.3616
5480,07/17/22 04:30:01 AM,0.3600,0.3711,0.3946,0.3616
5481,07/17/22 05:00:01 AM,0.3600,0.3705,0.3939,0.3622
5482,07/17/22 05:30:01 AM,0.3605,0.3711,0.3939,0.3616
5483,07/17/22 06:00:01 AM,0.3600,0.3705,0.3939,0.3622
5484,07/17/22 06:30:01 AM,0.3600,0.3711,0.3939,0.3616
5485,07/17/22 07:00:01 AM,0.3600,0.3705,0.3939,0.3616
